airport_ident,length_ft,width_ft,surface,closed,le_ident,le_heading_degT,le_latitude_deg,le_longitude_deg,he_ident,he_heading_degT,he_latitude_deg,he_longitude_deg
KMBY,5000,75,ASP,0,13,130,39.4669,-92.4323,31,310,39.4594,-92.4206
KMCB,5000,100,ASP,0,16,156,31.1847,-90.4752,34,336,31.1722,-90.4686
KMCC,10599,150,CON,0,16,179.7,38.6822,-121.401,34,359.7,38.6531,-121.401
KMCD,3501,75,ASP,0,08,75.3,45.8637,-84.644,26,255.3,45.8662,-84.6307
KMCE,5914,150,ASP,0,12,138.6,37.2908,-120.521,30,318.6,37.2787,-120.507
KMCF,11421,151,ASP,0,04,40.5,27.8374,-82.5327,22,220.5,27.8613,-82.5097
KMCI,10801,150,CON,0,01L,12.9,39.2933,-94.7293,19R,192.9,39.3222,-94.7208
KMCI,9500,150,CON,0,01R,12.9,39.2815,-94.709,19L,192.9,39.3069,-94.7015
KMCI,9501,150,ASP,0,09,96.1,39.2909,-94.7266,27,276.1,39.2881,-94.6932
KMCK,4000,75,CONC-G,0,04,46,40.2028,-100.6,22,226,40.2104,-100.589
KMCK,6450,100,CON,0,12,131.5,40.2125,-100.599,30,311.5,40.2008,-100.582
KMCK,1330,160,GRS,0,17,181.5,40.2055,-100.592,35,1.5,40.2018,-100.592
KMCN,6500,150,ASP,0,05,48,32.686,-83.6606,23,228,32.698,-83.6449
KMCN,5000,150,ASP,0,14,130,32.6984,-83.6508,32,310,32.6895,-83.6383
KMCO,9001,150,ASP,0,17L,179.5,28.4437,-81.2826,35R,359.5,28.4189,-81.2823
KMCO,10000,150,CON,0,17R,179,28.4356,-81.2959,35L,359,28.4081,-81.2956
KMCO,12005,200,PEM,0,18L,179,28.4483,-81.3223,36R,359,28.4153,-81.322
KMCO,12004,200,CON,0,18R,179,28.4483,-81.327,36L,359,28.4153,-81.3266
KMCW,5502,150,ASP,0,12,124.9,43.1598,-93.3439,30,304.9,43.1512,-93.327
KMCW,6501,150,ASP,0,18,179.9,43.1686,-93.3277,36,359.9,43.1508,-93.3277
KMCX,5001,75,ASP,0,18,178.8,40.7143,-86.7669,36,358.8,40.7033,-86.7666
KMCZ,5000,75,ASP,0,03,23.6,35.8559,-77.1816,21,203.6,35.8685,-77.1748
KMDA,3000,700,ASP,1,13,134,29.4349,-98.3826,31,314,29.4292,-98.3758
KMDA,1600,75,CON,0,18,180,,,36,360,,
KMDD,5571,75,ASP,0,07,75,32.0373,-102.109,25,255,32.0409,-102.093
KMDD,3977,75,ASP,0,16,164.9,32.0385,-102.103,34,344.9,32.028,-102.099
KMDF,3500,60,ASP,0,17,180.1,36.4896,-99.1942,35,0.1,36.48,-99.1942
KMDH,4163,100,ASP,0,06,60.6,37.7755,-89.2588,24,240.6,37.7811,-89.2462
KMDH,6506,100,ASP,0,18L,181.2,37.7905,-89.2479,36R,1.2,37.7727,-89.2484
KMDH,3498,60,ASP,0,18R,181.2,37.7797,-89.2585,36L,1.2,37.7701,-89.2587
KMDQ,6500,100,ASP,0,18,181,34.8683,-86.5573,36,1,34.8545,-86.5576
KMDS,2380,200,GRS,0,03,33.9,44.0115,-97.0873,21,213.9,44.0175,-97.0817
KMDS,5000,75,ASP,0,15,153.7,44.0229,-97.0909,33,333.7,44.0106,-97.0825
KMDT,10001,200,ASP,0,13,116.8,40.1994,-76.7786,31,296.8,40.187,-76.7466
KMDW,5507,150,ASP,0,04L,43,41.7814,-87.7612,22R,223,41.7923,-87.7473
KMDW,6445,150,PEM,0,04R,43,41.7792,-87.7593,22L,223,41.792,-87.7431
KMDW,6522,150,CON,0,13L,134,41.7916,-87.7611,31R,314,41.7792,-87.7437
KMDW,5141,150,ASP,1,13LC,134,41.7923,-87.7579,31RC,314,41.7826,-87.7443
KMDW,3859,60,CON,0,13R,134,41.7881,-87.7588,31L,314,41.7808,-87.7486
KMDZ,6000,100,ASP,0,09,89,45.1031,-90.3102,27,269,45.1033,-90.2908
KMDZ,4435,75,ASP,0,16,156,45.1034,-90.3101,34,336,45.0931,-90.3036
KMEB,6503,100,CON,0,05,45.8,34.7904,-79.372,23,225.8,34.8028,-79.3565
KMEB,3536,75,CON,0,13,135.2,34.7876,-79.3731,31,315.2,34.7803,-79.3643
KMEI,10003,150,ASP,0,01,9,32.3177,-88.7564,19,189,32.3448,-88.7512
KMEI,5052,150,ASP,0,04,44,32.331,-88.7529,22,224,32.3401,-88.7425
KMEJ,2085,85,GRS,0,08,90,37.2818,-100.362,26,270,37.2818,-100.354
KMEJ,4800,75,CON,0,17,176,37.2839,-100.356,35,356,37.2707,-100.355
KMEM,8946,150,ASP,0,09,92,35.0586,-89.9857,27,272,35.0578,-89.9559
KMEM,11120,150,CON,0,18C,179,35.0546,-89.9762,36C,359,35.0241,-89.9755
KMEM,9000,150,CON,0,18L,179,35.0488,-89.973,36R,359,35.0241,-89.9724
KMEM,9320,150,CON,0,18R,179,35.0495,-89.9874,36L,359,35.0239,-89.9869
KMER,11802,150,PEM,0,13,141,37.3931,-120.581,31,321,37.3679,-120.555
KMEV,5299,75,ASPH-G,0,12,135,39.0055,-119.759,30,315,38.9952,-119.745
KMEV,2050,60,DIRT-G,0,12G,,,,30G,,,
KMEV,7399,100,ASP,0,16,180,39.0115,-119.752,34,360,38.9912,-119.752
KMEY,2801,60,CON,0,02,24.1,42.1748,-95.7958,20,204.1,42.1818,-95.7915
KMEZ,5485,100,ASP,0,09,91.3,34.543,-94.2081,27,271.3,34.5424,-94.1882
KMEZ,5001,75,ASP,0,17,174,34.5555,-94.209,35,354,34.5418,-94.2071
KMFD,6819,150,ASP,0,05,46.9,40.8115,-82.5248,23,226.9,40.8243,-82.5069
KMFD,9001,150,ASP,0,14,136.9,40.8331,-82.5283,32,316.9,40.815,-82.5061
KMFE,7120,150,ASP,0,13,140.6,26.1829,-98.2463,31,320.6,26.1678,-98.2325
KMFE,2639,60,ASP,0,18,188.7,26.1807,-98.2357,36,8.7,26.1735,-98.237
KMFI,3600,100,ASP,0,04,46.9,44.632,-90.1925,22,226.9,44.6388,-90.1824
KMFI,5003,100,ASP,0,16,158.6,44.6443,-90.1941,34,338.6,44.6316,-90.1871
KMFR,3136,100,ASP,1,09,113,42.3739,-122.879,27,293,42.3705,-122.869
KMFR,8800,150,ASP,0,14,159,42.38622,-122.8792,32,339,42.36372,-122.86741
KMFV,5000,100,ASP,0,03,23,37.6406,-75.7644,21,203,37.6532,-75.7577
KMGC,4099,75,ASP,0,02,20,41.698,-86.8239,20,200,41.7086,-86.8186
KMGE,10002,300,CON,0,11,106.2,33.9191,-84.5322,29,286.2,33.9114,-84.5005
KMGE,3495,60,ASPH,0,110,,,,290,,,
KMGG,8000,2000,WATER,0,04W,,,,22W,,,
KMGG,2796,60,ASPH-G,0,10,102,45.2368,-93.9909,28,282,45.2352,-93.9803
KMGJ,5006,100,PEM,0,04,22,41.508,-74.2682,22,202,41.5208,-74.2613
KMGJ,3664,100,ASP,0,08,66,41.5063,-74.2681,26,246,41.5103,-74.2558
KMGM,4011,150,ASP,0,03,33,32.295,-86.3941,21,213,32.3042,-86.3871
KMGM,9020,150,ASP,0,10,96,32.3024,-86.41,28,276,32.2998,-86.381
KMGN,4149,75,ASP,0,10,96,45.4261,-84.9217,28,276,45.4249,-84.9056
KMGR,6000,100,ASP,0,04,39,31.0805,-83.8095,22,219,31.0915,-83.7992
KMGR,3878,75,ASP,0,16,159.3,31.0885,-83.804,34,339.3,31.0785,-83.7996
KMGW,2769,75,ASP,1,05,45,39.6389,-79.9175,23,225,39.6443,-79.9105
KMGW,5199,150,ASP,0,18,172.4,39.6507,-79.9188,36,352.4,39.6365,-79.9163
KMGW,2769,75,ASP,1,5,45,,,23,225,,
KMGY,5000,100,ASP,0,02,22,39.5826,-84.2282,20,202,39.5953,-84.2215
KMHE,6701,100,ASP,0,13,134,43.7809,-98.0515,31,314,43.7681,-98.0334
KMHE,5513,100,ASP,0,18,180,43.7828,-98.034,36,360,43.7676,-98.0339
KMHK,7400,150,CON,0,03,40,39.1324,-96.6793,21,220,39.1471,-96.6635
KMHK,5001,75,PEM,0,13,142,39.1473,-96.6739,31,322,39.139,-96.6657
KMHL,3303,150,GRE,0,09,95,39.0966,-93.2129,27,275,39.0957,-93.2005
KMHL,5005,75,ASP,0,18,181,39.1019,-93.2003,36,1,39.089,-93.2006
KMHP,5001,75,ASP,0,10,93,32.3741,-82.085,28,273,32.3737,-82.0733
KMHR,6081,150,ASP,0,04L,54.2,38.553,-121.305,22R,234.2,38.5627,-121.288
KMHR,11301,150,CON,0,04R,53.6,38.5447,-121.314,22L,233.6,38.5631,-121.282
KMHT,7651,150,ASP,0,06,42,42.9289,-71.4483,24,222,42.9428,-71.431
KMHT,9250,150,ASP,0,17,157,42.9418,-71.4396,35,337,42.9185,-71.4258
KMHV,4747,60,ASP,0,04,52,35.0596,-118.164,22,232,35.0677,-118.152
KMHV,7049,100,ASP,0,08,90,35.0592,-118.166,26,270,35.0592,-118.143
KMHV,12503,200,PEM,0,12,135,35.0672,-118.158,30,315,35.0487,-118.136
KMIA,8600,150,ASP,0,08L,87.4,25.8029,-80.3015,26R,267.4,25.804,-80.2754
KMIA,10506,200,ASP,0,08R,87,25.8007,-80.3014,26L,267,25.802,-80.2695
KMIA,13016,150,ASP,0,09,87,25.7861,-80.3148,27,267,25.7877,-80.2754
KMIA,9360,150,ASP,0,12,119,25.7993,-80.3023,30,299,25.7866,-80.2775
KMIB,13197,300,CON,0,11,125,48.4262,-101.38,29,305,48.4054,-101.336
KMIC,2500,75,ASP,0,06L,53,45.0613,-93.3588,24R,233,45.0654,-93.351
KMIC,1669,137,GRS,0,06R,53,,,24L,233,,
KMIC,3751,75,ASP,0,14,141,45.065,-93.3569,32,321,45.058,-93.349
KMIC,3266,75,ASP,1,14R,142,45.0645,-93.3578,32L,322,45.0575,-93.3499
KMIE,5198,100,ASP,0,03,16,40.2357,-85.3983,21,196,40.249,-85.3934
KMIE,6500,150,ASP,0,14,136,40.2487,-85.4059,32,316,40.2358,-85.3898
KMIO,5020,100,ASP,0,17,180,36.9161,-94.8874,35,360,36.9023,-94.8876
KMIT,4501,100,ASP,0,12,133,35.5107,-119.201,30,313,35.5022,-119.19
KMIT,2972,100,CON,0,17,180,35.5093,-119.186,35,360,35.5011,-119.186
KMIV,6003,150,ASP,0,10,90,39.367,-75.0824,28,270,39.367,-75.0612
KMIV,5058,150,CON,0,14,135.1,39.3736,-75.079,32,315.1,39.3638,-75.0664
KMIW,5007,100,ASP,0,13,127,42.117,-92.924,31,307,42.1087,-92.9093
KMIW,2759,50,ASP,0,18,183.5,42.1163,-92.9195,36,3.5,42.1086,-92.9201
KMJD,5000,75,ASP,0,18,180,30.4944,-89.6512,36,360,30.4806,-89.6512
KMJQ,2282,300,GRS,0,04,48,43.6472,-94.9888,22,228,43.6513,-94.9825
KMJQ,3591,75,ASP,0,13,139,43.6542,-94.9916,31,319,43.6469,-94.9826
KMJX,5950,100,ASP,0,06,49.7,39.9222,-74.3005,24,229.7,39.9328,-74.2843
KMJX,3599,75,Asphalt,0,14,128,39.9267,-74.3058,32,308,39.92057,-74.29571
KMKA,3601,60,ASP,0,15,158,44.5298,-98.9607,33,338,44.5207,-98.9555
KMKC,6827,150,CON,0,01,13,39.115,-94.5953,19,193,39.1337,-94.5899
KMKC,5050,100,ASP,0,04,38,39.1163,-94.5985,22,218,39.1272,-94.5874
KMKE,9990,200,PEM,0,01L,7,42.9313,-87.8975,19R,187,42.9577,-87.893
KMKE,4182,150,ASP,0,01R,7.2,42.9394,-87.8924,19L,187.2,42.9508,-87.8904
KMKE,4797,100,ASP,0,07L,71,42.9527,-87.9053,25R,251,42.9569,-87.8883
KMKE,8300,150,PEM,0,07R,72,42.9395,-87.9158,25L,252,42.9465,-87.8874
KMKE,5537,150,ASP,0,13,132,42.9581,-87.9034,31,312,42.9473,-87.8872
KMKG,6500,150,ASP,0,06,56.4,43.1616,-86.2509,24,236.4,43.1715,-86.2306
KMKG,6100,150,ASP,0,14,137.4,43.1769,-86.2399,32,317.4,43.1668,-86.2272
KMKJ,5252,75,ASP,0,08,73.2,36.8928,-81.3585,26,253.2,36.8969,-81.3413
KMKL,6005,150,ASP,0,02,22.2,35.5905,-88.9197,20,202.2,35.6057,-88.9121
KMKL,3539,100,ASP,0,11,112.3,35.6048,-88.9206,29,292.3,35.6011,-88.9096
KMKN,4497,75,ASP,0,17,180,31.9242,-98.6003,35,360,31.9117,-98.6003
KMKO,4498,75,ASP,0,04,46.6,35.657,-95.3711,22,226.6,35.6655,-95.3601
KMKO,7202,150,CON,0,13,136.6,35.6607,-95.3667,31,316.6,35.6464,-95.35
KMKO,1904,60,ASP,0,18,180,35.6659,-95.3625,36,360,35.6607,-95.3625
KMKS,5001,75,ASP,0,05,42.8,33.1811,-80.0411,23,222.8,33.1899,-80.0314
KMKT,4000,75,ASP,0,04,47.2,44.2154,-93.925,22,227.2,44.2228,-93.9138
KMKT,6600,100,ASP,0,15,154.6,44.2302,-93.9227,33,334.7,44.2169,-93.9139
KMKV,3799,75,ASP,0,04,36.6,31.0906,-92.0728,22,216.6,31.0989,-92.0656
KMKY,5000,100,ASP,0,17,168,26.0018,-81.6741,35,348,25.9883,-81.6709
KMLB,3001,75,ASP,0,05,42,28.0959,-80.6374,23,222,28.102,-80.6311
KMLB,6000,150,ASP,0,09L,87,28.1054,-80.6599,27R,267,28.1063,-80.6413
KMLB,10181,150,ASP,0,09R,87,28.1013,-80.6611,27L,267,28.1028,-80.6296
KMLC,5602,100,CONC-F,0,02,20,34.8752,-95.7867,20,200,34.8896,-95.7802
KMLD,3918,75,TURF,0,08,,,,26,,,
KMLD,4946,60,ASP,0,17,180,42.1733,-112.297,35,360,42.1597,-112.297
KMLE,3801,75,CON,0,12,128.9,41.1993,-96.1176,30,308.9,41.1927,-96.1069
KMLF,5004,75,ASP,0,16,180,38.4334,-113.013,34,360,38.4197,-113.013
KMLI,3514,150,ASP,0,05,49,41.4432,-90.5132,23,229,41.4515,-90.5009
KMLI,10002,150,PEM,0,09,90.9,41.4491,-90.527,27,270.9,41.4486,-90.4906
KMLI,7301,150,PEM,0,13,128.2,41.455,-90.5154,31,308.2,41.443,-90.4952
KMLJ,5506,100,ASP,0,10,91,33.1543,-83.2503,28,271,33.154,-83.2324
KMLS,5764,75,ASP,0,04,52,46.4217,-105.897,22,232,46.4313,-105.879
KMLS,5624,100,ASP,0,13,135,46.4349,-105.893,31,315,46.424,-105.877
KMLT,4713,99,ASP,0,11,90.4,45.6494,-68.6928,29,270.4,45.6493,-68.6744
KMLT,4000,100,ASP,0,16,139,45.6502,-68.693,34,319,45.6419,-68.6827
KMLU,7504,150,PEM,0,04,45,32.5037,-92.0455,22,225,32.5183,-92.0283
KMLU,6301,150,ASP,0,14,140,32.5164,-92.0415,32,320,32.5058,-92.0311
KMLU,5001,150,ASP,1,18,180,32.5168,-92.0398,36,360,32.5031,-92.0398
KMM,1992,59,GRS,0,13,131.6,-7.9769,138.851,31,311.6,-7.9805,138.855
KMMH,7000,100,ASP,0,09,109,37.6272,-118.85,27,289,37.6209,-118.827
KMMI,6450,100,ASP,0,02,18.6,35.3908,-84.5653,20,198.6,35.4038,-84.5599
KMMK,3100,75,ASP,0,18,161.7,41.5128,-72.8313,36,341.8,41.5047,-72.8277
KMML,3999,75,ASP,0,02,28,44.446,-95.8225,20,208,44.4557,-95.8153
KMML,7221,100,ASP,0,12,130,44.4547,-95.8316,30,310,44.4459,-95.8169
KMMS,3346,70,ASP,0,02,17,34.2271,-90.2912,20,197,34.2359,-90.2879
KMMT,2030,90,ASP,0,05,44.5,33.9272,-80.8061,23,224.5,33.9311,-80.8015
KMMT,9012,150,PEM,0,14,134,33.9274,-80.8113,32,314,33.9102,-80.7899
KMMT,4500,150,CON,1,18,181.8,33.9305,-80.7956,36,1.8,33.9182,-80.796
KMMU,5998,150,ASP,0,05,36.1,40.7931,-74.4192,23,216.1,40.8064,-74.4065
KMMU,3997,150,ASP,0,13,113.9,40.8009,-74.4245,31,293.9,40.7965,-74.4113
KMMV,5420,100,ASP,0,04,57,45.1918,-123.148,22,237,45.1998,-123.131
KMMV,4340,75,ASP,0,17,186,45.1993,-123.131,35,6,45.1865,-123.133
KMNF,5005,75,ASP,0,10,99,36.9939,-91.7229,28,279,36.9917,-91.706
KMNI,3602,75,ASP,0,02,12.1,33.5823,-80.2099,20,192.1,33.5919,-80.2074
KMNM,6001,100,ASP,0,03,31,45.1232,-87.6444,21,211,45.1373,-87.6325
KMNM,5101,100,ASP,0,14,140,45.1278,-87.645,32,320,45.1171,-87.6323
KMNN,5000,100,ASP,0,07,59.9,40.6114,-83.0713,25,239.9,40.6183,-83.0557
KMNN,3498,100,ASP,0,13,119.9,40.6207,-83.0688,31,299.9,40.6159,-83.0579
KMNV,3643,75,ASP,0,05,43.8,35.5418,-84.3844,23,223.8,35.5488,-84.3762
KMNZ,5012,75,ASP,0,18,189,31.6727,-98.1474,36,9,31.6591,-98.1499
KMO1,3000,60,ASP,0,14,146.3,37.8783,-92.4114,32,326.3,37.8714,-92.4056
KMO3,3060,50,ASP,0,01,16.4,37.6562,-93.8183,19,196.4,37.6643,-93.8153
KMO6,5002,75,CON,0,15,154,38.5938,-90.9976,33,334,38.5814,-90.99
KMO8,5002,75,CON,0,18,181,39.7755,-93.0126,36,1,39.7645,-93.0129
KMOB,8502,150,ASP,0,15,144,30.7023,-88.254,33,324,30.6833,-88.2381
KMOB,4376,150,ASP,0,18,180,30.6946,-88.2365,36,360,30.6826,-88.2365
KMOD,5904,150,ASP,0,10L,124.2,37.6297,-120.96,28R,304.2,37.6206,-120.943
KMOD,3464,100,ASP,0,10R,124.2,37.6295,-120.964,28L,304.2,37.6242,-120.954
KMOP,2502,160,GRS,0,05,57,43.6203,-84.7467,23,237,43.624,-84.7387
KMOP,5000,100,ASP,0,09,91,43.6215,-84.7443,27,271,43.6213,-84.7254
KMOR,5718,100,ASP,0,05,49.4,36.1742,-83.3829,23,229.4,36.1844,-83.3682
KMOT,6348,100,ASP,0,08,90.3,48.258,-101.291,26,270.3,48.258,-101.265
KMOT,7700,150,CON,0,13,138.4,48.2653,-101.289,31,318.4,48.2495,-101.268
KMOX,2640,150,GRS,0,04,49,45.5657,-95.9728,22,229,45.5705,-95.9651
KMOX,4899,75,ASP,0,14,144,45.569,-95.9706,32,324,45.5601,-95.9615
KMPE,5001,75,ASP,0,18,185.3,32.8063,-89.1252,36,5.3,32.7926,-89.1267
KMPG,3301,60,ASP,0,06,51.6,39.878,-80.7404,24,231.6,39.8836,-80.7312
KMPI,3305,60,ASP,0,08,100,37.5116,-120.045,26,280,37.5101,-120.034
KMPJ,5852,75,ASP,0,03,29,35.1318,-92.9139,21,209,35.1459,-92.9044
KMPO,3999,100,ASP,0,05,36.6,41.134,-75.3815,23,216.6,41.1428,-75.3729
KMPO,5001,75,ASP,0,13,115,41.1388,-75.3871,31,295,41.1342,-75.3741
KMPR,2502,75,GRS,0,08,90,38.3549,-97.6988,26,270,38.355,-97.69
KMPR,5503,100,CON,0,18,186,38.3588,-97.689,36,6,38.3438,-97.6909
KMPV,3001,75,ASP,0,05,32.3,44.2025,-72.5653,23,212.3,44.2118,-72.5571
KMPV,5000,100,ASP,0,17,152,44.2066,-72.5678,35,332,44.1945,-72.5587
KMPZ,1967,120,GRS,0,03,31,40.9452,-91.5135,21,211,40.9499,-91.5098
KMPZ,4001,75,ASP,0,15,152.5,40.951,-91.5141,33,332.5,40.9413,-91.5074
KMQB,5100,100,ASP,0,09,90.1,40.5197,-90.661,27,270.1,40.5197,-90.6427
KMQB,3719,190,GRS,1,18,180.1,40.5257,-90.6531,36,0.1,40.5155,-90.6531
KMQI,4306,100,ASP,0,05,38,35.914,-75.7008,23,218,35.9233,-75.6918
KMQI,3303,75,ASP,0,17,158,35.9237,-75.6967,35,338,35.9153,-75.6925
KMQJ,6005,100,CON,0,07,69.9,39.8371,-85.9095,25,249.9,39.8422,-85.8911
KMQJ,3902,75,CON,0,16,160.1,39.8539,-85.8949,34,340.1,39.8439,-85.8901
KMQS,5400,100,ASP,0,11,101.7,39.9805,-75.8749,29,281.7,39.9775,-75.856
KMQW,5001,75,ASP,0,03,23,32.0907,-82.8825,21,203,32.1009,-82.8775
KMQY,5546,100,ASP,0,01,4.1,36.0006,-86.5211,19,184.1,36.0158,-86.5198
KMQY,8038,150,ASP,0,14,139.1,36.0178,-86.5287,32,319.1,36.0011,-86.5109
KMRB,8815,150,ASP,0,08,71,39.39836,-77.99771,26,251,39.40546,-77.97165
KMRB,5001,150,ASP,1,17,160.6,39.4079,-77.9893,35,340.6,39.395,-77.9834
KMRC,6000,100,ASP,0,06,53.7,35.5503,-87.1871,24,233.7,35.5601,-87.1709
KMRC,1941,95,GRS,0,17,170,35.5552,-87.1786,35,350,35.5498,-87.1774
KMRF,5309,75,ASP,0,04,45,30.3657,-104.02,22,225,30.376,-104.008
KMRF,2825,60,,0,09,90,30.3696,-104.026,27,270,30.3696,-104.017
KMRF,6203,75,ASP,0,13,135,30.3781,-104.025,31,315,30.3659,-104.012
KMRH,4192,150,ASP,0,03,25.2,34.7275,-76.6619,21,205.2,34.7379,-76.656
KMRH,5004,100,ASP,0,08,68,34.7332,-76.6688,26,248,34.7376,-76.6556
KMRH,4001,100,ASP,0,14,132.7,34.7362,-76.6655,32,312.7,34.7288,-76.6557
KMRJ,3600,60,ASP,0,04,41,42.8816,-90.2361,22,221,42.8891,-90.2274
KMRJ,5001,75,ASP,0,11,110.7,42.8903,-90.2482,29,290.7,42.8855,-90.2307
KMRN,5500,75,ASP,0,03,23.6,35.8133,-81.6151,21,203.6,35.8272,-81.6077
KMRT,4218,75,ASP,0,09,83,40.224,-83.3591,27,263,40.2254,-83.3441
KMRY,3503,60,ASP,0,10L,112.8,36.5886,-121.845,28R,292.8,36.5849,-121.834
KMRY,7175,150,ASP,0,10R,112.8,36.5912,-121.857,28L,292.8,36.5831,-121.833
KMSL,6693,150,ASP,0,11,114,34.749,-87.617,29,294,34.7415,-87.5967
KMSL,4000,100,ASP,0,18,181,34.7509,-87.6157,36,1,34.7399,-87.6161
KMSN,7200,150,CON,0,03,28.8,43.1332,-89.3418,21,208.8,43.1505,-89.3287
KMSN,5846,150,CON,0,14,137,43.1479,-89.3416,32,317,43.1363,-89.3265
KMSN,9006,150,CON,0,18,181.9,43.1491,-89.341,36,1.9,43.1244,-89.3422
KMSO,4612,75,ASP,1,08,89,46.916,-114.097,26,269,46.9162,-114.078
KMSO,9501,150,ASP,0,12,130,46.9248,-114.107,30,310,46.9079,-114.078
KMSP,11006,150,CON,0,04,45,44.8723,-93.2383,22,225,44.8936,-93.2083
KMSP,8200,150,PEM,0,12L,121.3,44.8929,-93.221,30R,301.3,44.8813,-93.194
KMSP,10000,200,PEM,0,12R,121.3,44.8878,-93.2341,30L,301.3,44.8735,-93.2012
KMSP,8000,150,CON,0,17,169.5,44.8878,-93.2422,35,349.5,44.8662,-93.2366
KMSS,5601,100,ASP,0,05,31,44.93,-74.8494,23,211,44.9418,-74.8394
KMSS,4000,100,ASP,0,09,76,44.9344,-74.8545,27,256,44.937,-74.8395
KMSV,6298,150,ASP,0,15,143,41.7085,-74.802,33,323,41.6948,-74.7881
KMSY,7002,150,ASP,0,02,15,29.9845,-90.2514,20,195,30.0031,-90.2455
KMSY,3570,150,ASP,1,06,60.4,29.9918,-90.2572,24,240.4,29.9967,-90.2475
KMSY,10104,150,PEM,0,11,106,29.9966,-90.2817,29,286,29.9892,-90.251
KMTC,9000,150,PEM,0,01,1.5,42.6015,-82.8373,19,181.5,42.6262,-82.8365
KMTH,5008,100,ASP,0,07,67,24.7235,-81.0583,25,247,24.7288,-81.0444
KMTJ,7510,100,ASP,0,13,139.4,38.5092,-107.905,31,319.4,38.4936,-107.888
KMTJ,10000,150,ASP,0,17,179.8,38.5298,-107.893,35,359.8,38.5024,-107.893
KMTN,6999,150,CON,0,15,135,39.3325,-76.4225,33,315,39.3188,-76.4051
KMTO,5799,100,ASP,0,06,60.1,39.4741,-88.2883,24,240.1,39.4821,-88.2705
KMTO,6501,150,CON,0,11,113,39.4813,-88.2897,29,293,39.4743,-88.2685
KMTO,1098,250,GRS,0,18,175.6,39.4801,-88.2885,36,355.6,39.476,-88.2881
KMTP,3246,75,ASP,0,06,47,41.0732,-71.9254,24,227,41.0797,-71.9162
KMTV,5002,100,ASP,0,13,118,36.634,-80.0258,31,298,36.6275,-80.0108
KMTW,3341,100,ASP,0,07,70,44.1292,-87.6843,25,250,44.1323,-87.6723
KMTW,5001,100,ASP,0,17,170,44.1342,-87.6838,35,350,44.1207,-87.6805
KMUI,3981,98,ASP,0,07,59.6,40.4325,-76.5751,25,239.6,40.438,-76.5628
KMUI,100,100,CON,0,H1,,40.4373,-76.56549,,,,
KMUI,100,100,CON,0,H2,,40.4373,34.14067,,,,
KMUI,100,100,CON,0,H3,,40.43399,-76.56686,,,,
KMUL,5000,300,CON,1,04,45,31.1336,-83.719,22,225,31.1433,-83.7077
KMUL,4500,75,CON,0,14,135,31.1421,-83.7091,32,315,31.1333,-83.699
KMUL,2900,300,CON,1,18,180,31.1373,-83.699,36,360,31.1293,-83.699
KMUO,10000,500,ASP,1,07,90,43.0344,-115.885,25,270,43.0344,-115.848
KMUO,13510,200,PEM,0,12,135,43.0566,-115.89,30,315,43.0304,-115.855
KMUT,5500,100,CON,0,06,58,41.3623,-91.1544,24,238,41.3702,-91.1374
KMUT,4000,75,CON,0,12,125,41.3733,-91.1574,30,305,41.367,-91.1455
KMVC,6028,100,ASP,0,03,30,31.4508,-87.3558,21,210,31.4652,-87.3463
KMVE,2361,165,GRS,0,03,40,44.9678,-95.714,21,220,44.9729,-95.7081
KMVE,3999,75,ASP,0,14,142.8,44.9726,-95.7144,32,322.8,44.9639,-95.7051
KMVI,5902,60,ASP,0,02,28.6,37.5202,-106.053,20,208.6,37.5344,-106.043
KMVI,2100,50,GRE,0,10,118,37.5304,-106.047,28,298,37.5281,-106.042
KMVI,2300,30,GRE,0,16,172.4,37.5347,-106.043,34,352.4,37.5281,-106.042
KMVL,4200,75,ASP,0,01,358.3,44.5295,-72.6138,19,178.3,44.5397,-72.6142
KMVM,2880,60,ASP,0,18,157.3,44.7068,-67.4808,36,337.3,44.6994,-67.4764
KMVN,6496,150,ASP,0,05,50,38.3178,-88.8668,23,230,38.3293,-88.8494
KMVN,3146,100,ASP,0,15,150,38.3267,-88.8621,33,330,38.3192,-88.8566
KMVY,3177,75,ASP,1,01,355.6,41.3876,-70.6179,19,175.6,41.3963,-70.6188
KMVY,5504,100,ASP,0,06,41,41.386,-70.6201,24,221,41.3975,-70.607
KMVY,3327,75,ASP,0,15,131,41.3981,-70.6202,33,311,41.3922,-70.6111
KMWA,8012,150,ASP,0,02,22.7,37.7484,-89.018,20,202.7,37.7687,-89.0074
KMWA,4997,100,ASP,0,11,107.7,37.7513,-89.0168,29,287.7,37.7471,-89.0003
KMWC,3203,75,ASP,0,04L,36,43.1071,-88.0381,22R,216,43.1142,-88.031
KMWC,2840,270,GRS,0,04R,36,43.1064,-88.0361,22L,216,43.1127,-88.0297
KMWC,4107,75,ASP,0,15L,146,43.1158,-88.0386,33R,326,43.1065,-88.0299
KMWC,3231,270,GRS,0,15R,145,43.1135,-88.0392,33L,325,43.1062,-88.0323
KMWH,10000,100,PEM,0,04,54,47.1967,-119.333,22,234,47.2128,-119.3
KMWH,3500,90,CON,0,09,108.2,47.2177,-119.317,27,288.2,47.2147,-119.304
KMWH,13503,200,PEM,0,14L,162,47.2257,-119.326,32R,342,47.1904,-119.309
KMWH,2936,75,CON,0,14R,162,47.224,-119.33,32L,342,47.2163,-119.326
