airport_ident,length_ft,width_ft,surface,closed,le_ident,le_heading_degT,le_latitude_deg,le_longitude_deg,he_ident,he_heading_degT,he_latitude_deg,he_longitude_deg
SN6K,3281,98,ASP,0,01,,,,19,,,
SN6L,5906,98,ASP,0,10,,,,28,,,
SN6M,3281,50,Earth,0,17,,,,35,,,
SN6N,79,79,CON,0,15,,,,34,,,
SN6Q,3281,59,GVL,0,01,,,,19,,,
SN6R,3609,59,GVL,0,06,,,,24,,,
SN6S,3937,59,GVL,0,10,,,,28,,,
SN6T,2297,59,Earth,0,09,,,,27,,,
SN6V,2789,59,Earth,0,16,,,,34,,,
SN6W,59,59,CON,0,23,,,,,,,
SN6X,2953,59,Earth,0,01,,,,19,,,
SN6Y,2789,59,GVL,0,18,,,,36,,,
SN6Z,3970,66,Piçarra,0,09,,,,27,,,
SN70,1565,40,TURF,0,E,,,,W,,,
SN70,2300,40,TURF,0,N,,,,S,,,
SN72,2310,100,TURF,0,18,,,,36,,,
SN73,105,105,CONC,0,H1,,,,,,,
SN74,50,50,CONC,0,H1,,,,,,,
SN75,1900,60,TURF,0,16,,,,34,,,
SN76,4200,35,None,1,04,46,,,22,226,,
SN76,4200,100,None,1,13,,,,31,,,
SN76,7000,200,ASP,0,17,179,,,35,359,,
SN78,1700,40,TURF,0,08,,,,26,,,
SN7C,3281,59,GRS,0,03,,,,21,,,
SN7G,2953,59,GVL,0,10,90,,,28,270,,
SN7L,59,59,GRS,0,07,,,,28,,,
SN7Q,2625,59,GRS,0,11,,,,29,,,
SN7R,3937,66,Piçarra,0,06,,,,24,,,
SN7S,4921,98,Piçarra,0,11,,,,29,,,
SN7T,3937,98,GVL,0,15,,,,33,,,
SN7W,3937,66,GVL,0,11,,,,29,,,
SN7X,3937,59,GVL,0,12,,,,30,,,
SN7Y,4593,72,GVL,0,01,,,,19,,,
SN81,1400,50,TURF,0,18,,,,36,,,
SN82,1968,59,Piçarra,0,16,,,,34,,,
SN83,2400,50,TURF,0,17,,,,35,,,
SN85,2300,75,TURF,0,09,,,,27,,,
SN88,1600,30,TURF,0,E,,,,W,,,
SN88,600,20,TURF,1,N,,,,S,,,
SN8B,66,66,CON,0,18,,,,,,,
SN8C,4265,59,GRS,0,06,,,,24,,,
SN8E,1347,59,Earth,0,10,,,,28,,,
SN8F,3445,75,Earth,0,04,,,,22,,,
SN8G,2298,59,Earth,0,12,,,,30,,,
SN8M,59,59,GRS,0,02,,,,,,,
SN8Q,59,59,CON,0,19,,,,,,,
SN8R,40,40,CON,0,31,,,,,,,
SN8S,3611,66,ASP,0,07,,,,25,,,
SN8T,59,59,CON,0,9,,,,,,,
SN8U,3281,66,GVL,0,14,,,,32,,,
SN8V,2261,75,GVL,0,09,,,,27,,,
SN8Z,3279,59,GVL,0,09,,,,27,,,
SN90,2300,40,TURF,0,N,,,,S,,,
SN91,2300,100,TURF-DIRT,0,06,,,,24,,,
SN92,2100,60,TURF,0,N,,,,S,,,
SN94,1300,20,TURF,0,E,,,,W,,,
SN95,3150,95,TURF-F,1,13,,,,31,,,
SN95,2250,90,CONC-TURF-G,0,17,,,,35,,,
SN97,2400,75,ASPH,0,18,,,,36,,,
SN98,2150,100,TURF,0,01,,,,19,,,
SN99,2000,50,TURF,0,05,,,,23,,,
SN99,1500,50,TURF,0,N,,,,S,,,
SN9A,2950,59,Piçarra,0,08,,,,26,,,
SN9C,66,66,ASP,0,02,,,,,,,
SN9I,3281,98,GVL,0,15,,,,33,,,
SN9N,2461,59,Piçarra,0,09,,,,27,,,
SN9O,3628,59,Earth,0,14,,,,32,,,
SN9P,2784,59,GVL,0,18,,,,36,,,
SN9Q,2165,75,Earth,0,18,,,,36,,,
SN9S,3628,59,GVL,0,06,,,,24,,,
SN9T,2855,75,Earth,0,01,,,,19,,,
SN9U,72,72,CON,0,10,,,,28,,,
SN9W,72,72,CON,0,03,,,,21,,,
SN9X,3282,66,Earth,0,01,,,,19,,,
SNA1,2952,59,GVL,0,18,,,,36,,,
SNA2,2295,59,Earth,0,11,,,,29,,,
SNA3,2295,59,Earth,0,09,,,,27,,,
SNA4,4265,75,GVL,0,04,,,,22,,,
SNA6,3281,75,GVL,0,03,,,,21,,,
SNA7,2953,59,Earth,0,06,,,,24,,,
SNA8,3280,75,Earth,0,15,,,,33,,,
SNA9,3609,59,GVL,0,01,,,,19,,,
SNAB,4085,85,ASP,0,13,,,,31,,,
SNAC,2953,59,ASP,0,15,,,,33,,,
SNAD,2625,59,ASP,0,11,,,,29,,,
SNAE,4265,92,ASP,0,15,,,,33,,,
SNAG,4921,98,ASP,0,5,,,,23,,,
SNAJ,2297,59,Shale,0,09,,,,27,,,
SNAK,89,89,CON,0,10,,,,,,,
SNAL,3051,59,ASP,0,10,,,,28,,,
SNAO,4249,92,ASP,0,09,,,,27,,,
SNAO,79,79,CON,0,09H,,,,27H,,,
SNAP,4921,75,ASP,0,10,,,,28,,,
SNAQ,79,79,CON,0,20,,,,29,,,
SNAR,4593,98,ASP,0,7,,,,25,,,
SNAS,4921,148,ASP,0,6,,,,24,,,
SNAU,3182,164,ASP,0,14,,,,32,,,
SNAV,3281,59,ASP,0,14,113,-9.50296,-40.37324,32,293,-9.50611,-40.36569
SNAX,5541,98,ASPH,0,12,,,,30,,,
SNB2,79,79,CON,0,06,,,,24,,,
SNB4,4593,59,ASP,0,18,,,,36,,,
SNB7,2625,59,GVL,0,09,,,,27,,,
SNB8,59,58,CON,0,26,,,,,,,
SNB9,69,69,GRS,0,28,,,,,,,
SNBB,5906,98,ASP,0,9,,,,27,,,
SNBC,4101,98,Piçarra,0,09,,,,27,,,
SNBF,2625,63,Earth,0,12,,,,30,,,
SNBG,3937,98,ASPH,0,11,,,,29,,,
SNBH,79,79,CON,0,15,,,,33,,,
SNBI,5249,98,ASP,0,10,,,,28,,,
SNBL,2625,66,Earth,0,01,,,,19,,,
SNBM,3740,75,ASP,0,12,,,,30,,,
SNBN,2297,59,ASP,0,2,,,,20,,,
SNBQ,59,59,Concrete,0,H1,,,,,,,
SNBR,5249,98,ASP,0,8,,,,26,,,
SNBS,4849,82,ASP,0,15,136,-7.5206,-46.0581,33,326,-7.5268,-46.0519
SNBT,3281,98,ASP,0,12,,,,30,,,
SNBX,4265,98,ASP,0,6,,,,24,,,
SNBZ,3937,82,ASP,0,18,,,,36,,,
SNC2,4110,59,Earth,0,02,,,,20,,,
SNC3,2786,59,Earth,0,01,,,,19,,,
SNC4,3936,59,Piçarra,0,12,,,,30,,,
SNC6,4595,82,Piçarra,0,15,,,,33,,,
SNC7,2297,59,GVL,0,15,,,,33,,,
SNC8,3938,59,GVL,0,15,,,,33,,,
SNC9,3609,59,GVL,0,17,,,,35,,,
SNCA,4659,98,ASP,0,10,,,,28,,,
SNCB,3182,98,ASP,0,7,,,,25,,,
SNCD,72,72,CON,0,13,,,,31,,,
SNCE,3281,98,GRE,0,10,,,,28,,,
SNCH,89,89,CON,0,H1,,,,,,,
SNCI,4429,98,ASP,0,1,,,,19,,,
SNCJ,2841,82,ASP,0,11,,,,29,,,
SNCL,2641,59,CON,0,04,,,,22,,,
SNCM,66,66,CON,0,10,,,,H1,,,
SNCP,5912,98,ASPH,0,09,,-27.63632,-50.36709,27,,-27.63203,-50.34947
SNCR,59,59,CON,0,11,,,,35,,,
SNCS,3937,98,ASP,0,11,,,,29,,,
SNCT,3543,75,ASP,0,02,,,,20,,,
SNCV,3281,82,GRE,0,14,,,,32,,,
SNCW,98,98,CON,0,9,,,,27,,,
SNCX,4265,98,ASPH,0,15,,,,33,,,
SNCY,2297,59,ASP,0,11,,,,29,,,
SNCZ,3478,98,ASP,0,7,,,,25,,,
SND7,69,69,CON,0,17,,,,,,,
SND8,59,59,GRS,0,21,,,,,,,
SND9,64,64,GRS,0,21,,,,,,,
SNDC,3150,98,ASP,0,5,,,,23,,,
SNDD,2953,66,ASP,0,11,,,,29,,,
SNDH,5020,82,ASP,0,13,,,,31,,,
SNDO,3937,92,GRS,0,5,,,,23,,,
SNDQ,3937,66,GRE,0,9,,,,27,,,
SNDR,4984,98,ASP,0,2,,,,30,,,
SNDT,5282,98,ASP,0,3,,,,21,,,
SNDU,2231,92,ASPH,0,03,,,,21,,,
SNDV,5052,98,ASP,0,17,,-20.1748,-44.87483,35,,-20.18662,-44.867
SNDX,2625,66,ASP,0,16,,,,34,,,
SNE1,72,72,CON,0,4,,,,,,,
SNE2,64,64,CON,0,06,,,,,,,
SNE3,3610,59,GVL,0,10,,,,28,,,
SNE4,4295,98,Earth,0,02,,,,20,,,
SNE6,69,69,CON,0,1,,,,,,,
SNE7,3610,66,Earth,0,04,,,,22,,,
SNE8,4265,66,Earth,0,18,,,,36,,,
SNEB,4265,75,ASP,0,9,,,,27,,,
SNEC,3117,66,GRE,0,16,,,,34,,,
SNED,4396,98,ASP,0,14,,,,32,,,
SNEF,66,66,CON,0,30,,,,H1,,,
SNEG,3937,82,Gravel,0,04,,,,22,,,
SNEO,1969,59,ASP,0,7,,,,25,,,
SNEQ,69,69,CONC/MTAL,0,33,,,,,,,
SNEU,3937,72,ASP,0,18,,,,36,,,
SNEV,69,69,CONC,0,2,,,,,,,
SNEW,4669,62,ASP,0,11,,,,29,,,
SNEZ,2789,66,ASP,0,6,,,,24,,,
SNF3,3282,59,Earth,0,01,,,,19,,,
SNF6,3781,82,Earth,0,18,,,,36,,,
SNF7,4005,59,Earth,0,12,,,,30,,,
SNF8,2953,59,GVL,0,11,,,,29,,,
SNFA,3609,75,ASP,0,08,,,,26,,,
SNFB,2789,59,GVL,0,01,,,,19,,,
SNFE,5249,98,ASP,0,4,,,,22,,,
SNFF,1804,59,ASP,0,13,,,,31,,,
SNFG,2461,66,ASP,0,11,,,,29,,,
SNFH,3281,66,GRASS,0,13,,,,31,,,
SNFI,4921,85,ASP,0,2,,,,20,,,
SNFJ,4265,62,ASP,0,7,,,,25,,,
SNFN,3281,98,GRASS,0,2,,,,20,,,
SNFO,3379,75,ASP,0,2,,,,20,,,
SNFP,3609,59,ASP,0,10,,,,28,,,
SNFQ,2625,59,GRE,0,4,,,,22,,,
SNFT,2297,59,ASP,0,3,,,,21,,,
SNFU,3281,66,ASP,0,7,,,,25,,,
SNFW,3609,98,ASPH,0,15,,,,33,,,
SNFX,5249,108,ASP,0,13,,,,31,,,
SNFZ,3707,59,ASP,0,3,,,,21,,,
SNG2,3281,59,GVL,0,08,,,,26,,,
SNG3,4265,59,GVL,0,10,,,,28,,,
SNG6,3107,59,Piçarra,0,08,,,,26,,,
SNG7,2953,59,GVL,0,02,,,,20,,,
SNG8,66,66,GRS,0,04,,,,,,,
SNG9,59,59,CON,0,33,,,,,,,
SNGA,3570,92,ASPH,0,06,,,,24,,,
SNGB,3281,98,ASP,0,9,,,,27,,,
SNGD,5249,118,ASP,0,15,,,,33,,,
SNGE,59,59,CONC,0,08,,,,26,,,
SNGF,72,72,CON,0,12,,,,30,,,
SNGG,3937,66,ASP,0,16,,,,34,,,
SNGI,5577,98,ASP,0,14,,,,32,,,
SNGK,3937,66,GRE,0,1,,,,19,,,
SNGL,98,98,CONC,0,3,,,,21,,,
SNGN,4114,92,ASP,0,16,,,,34,,,
SNGP,3281,49,GRE,0,15,,,,33,,,
SNGR,2953,148,GRS,0,9,,,,27,,,
SNGS,2625,69,ASP,0,14,,,,32,,,
SNGT,4265,66,ASP,0,6,,,,24,,,
SNGX,4856,98,ASP,0,12,,,,30,,,
SNGY,79,79,CONC,0,32,,,,H1,,,
SNGZ,62,62,CONC,0,3,,,,29,,,
SNH2,69,69,CON,0,05,,,,,,,
SNH4,2789,59,GVL,0,01,,,,19,,,
SNH6,3282,75,Earth,0,10,,,,28,,,
SNH7,59,59,GRS,0,02,,,,17,,,
SNH8,66,66,CON,0,12,,,,,,,
SNH9,3436,59,Earth,0,09,,,,27,,,
SNHB,59,59,CON,0,12,,,,32,,,
SNHD,3609,82,TER,0,12,,,,30,,,
SNHE,2953,75,GRE,0,10,,,,28,,,
SNHG,3281,59,ASPH,0,1,,,,19,,,
SNHH,98,98,CON,0,2,,,,20,,,
SNHI,89,89,CON,0,12,,,,27,,,
SNHJ,2690,75,ASPH,0,12,,,,30,,,
SNHM,60,60,Ceramic Brick,0,11,,,,29,,,
SNHN,69,69,CON,0,5,,,,14,,,
SNHR,4921,66,GVL,0,17,,,,35,,,
SNHS,5905,98,ASP,0,13,,,,31,,,
SNHT,59,59,GRS,0,4,,,,14,,,
SNHU,3281,66,TER,0,7,,,,25,,,
SNHV,59,59,Metal,0,04,,,,,,,
SNHW,2953,66,ASP,0,8,,,,26,,,
SNHY,59,59,CON,0,4,,,,22,,,
SNHZ,59,59,CONC,0,10,,,,33,,,
SNI2,2952,59,Earth,0,06,,,,24,,,
SNI3,3924,59,Earth,0,07,,,,25,,,
SNI7,3609,75,ASP,0,10,,,,28,,,
SNI8,64,64,CON,0,16,,,,,,,
SNIB,3937,98,ASP,0,14,,,,32,,,
SNIC,4593,98,ASP,0,11,,,,29,,,
SNID,69,69,CON,0,5,,,,,,,
SNIE,3543,98,ASP,0,10,,,,28,,,
SNIF,1804,59,GRE,0,1,,,,19,,,
SNIG,4626,98,ASP,0,16,,,,34,,,
SNIJ,98,98,ASP,0,15,,,,33,,,
SNIN,3937,98,GRE,0,8,,,,26,,,
SNIO,5118,92,ASP,0,13,,,,31,,,
SNIP,3478,79,ASP,0,11,,,,29,,,
SNIQ,59,59,Concrete,0,H1,,,,,,,
SNIR,3281,69,ASP,0,8,,,,26,,,
SNIS,3281,69,ASP,0,1,,,,19,,,
SNIT,3937,66,ASP,0,16,,,,34,,,
SNIU,4265,66,ASP,0,15,,,,33,,,
SNIV,2625,66,GRVL,0,13,,,,31,,,
SNIX,4265,59,GRVL,0,2,,,,20,,,
SNIZ,4265,59,GRVL,0,11,,,,29,,,
SNJ1,3444,59,Earth,0,02,,,,20,,,
SNJ4,3937,66,Earth,0,16,,,,34,,,
SNJ7,2295,59,Piçarra,0,10,,,,28,,,
SNJ9,2297,66,GVL,0,03,,,,21,,,
SNJA,2126,59,GRS,0,10,,,,28,,,
SNJB,4101,98,ASP,0,14,,,,32,,,
SNJE,4134,75,Clay,0,7,,,,25,,,
SNJF,3937,75,ASP,0,13,,,,31,,,
SNJI,3937,59,ASP,0,2,,,,20,,,
SNJJ,2953,98,GRVL,0,06,,,,24,,,
SNJK,4199,98,ASP,0,14,,,,32,,,
SNJM,3839,98,ASP,0,2,,,,20,,,
SNJN,3937,98,ASP,0,8,,,,26,,,
SNJP,4265,75,ASP,0,6,,,,24,,,
SNJQ,3707,75,ASP,0,10,,,,28,,,
SNJR,4593,98,ASP,0,8,,,,26,,,
SNJV,4790,66,ASP,0,9,,,,27,,,
SNJX,69,69,CON,0,15,,,,33,,,
SNJZ,4101,75,GRE,0,18,,,,36,,,
SNKA,72,72,CONC,0,9,,,,27,,,
SNKB,2625,66,ASP,0,10,,,,28,,,
SNKC,3281,75,ASP,0,6,,,,24,,,
SNKD,3150,75,ASP,0,16,,,,34,,,
SNKE,2625,72,Earth,0,13,,,,31,,,
SNKF,3150,98,ASP,0,3,,,,21,,,
SNKH,3445,197,ASP,0,15,,,,33,,,
SNKI,3937,98,ASPH,0,06,,,,24,,,
SNKJ,4429,66,ASP,0,18,,,,36,,,
SNKK,3281,59,ASP,0,14,,,,32,,,
SNKN,3412,98,ASP,0,11,,,,29,,,
SNKO,3609,72,ASP,0,13,,,,31,,,
SNKR,3281,66,ASP,0,11,,,,29,,,
SNKS,2625,115,ASP,0,8,,,,26,,,
SNKU,2297,262,GRE,0,12,,,,30,,,
SNKV,1673,59,ASP,0,7,,,,25,,,
SNKY,2953,59,PIÇ,0,9,,,,27,,,
SNL3,2297,59,GRS,0,09,,,,27,,,
SNL4,3937,66,Earth,0,13,,,,31,,,
SNL7,3609,59,GVL,0,10,,,,28,,,
SNL9,2165,59,Earth,0,08,,,,26,,,
SNLA,4836,75,ASP,0,9,,,,27,,,
SNLG,4134,66,ASP,0,6,,,,24,,,
SNLI,3937,98,ASP,0,17,,,,35,,,
SNLL,66,66,CON,0,4,,,,22,,,
SNLN,6102,148,ASPH,0,06,,-19.36013,-40.0733,24,,-19.3502,-40.06577
SNLO,3510,98,ASP,0,5,,,,23,,,
SNLQ,4921,66,ASP,0,11,,,,29,,,
SNLR,69,69,CON,0,9,,,,27,,,
SNLT,3478,98,ASP,0,7,,,,25,,,
SNLU,1411,59,Earth,0,1,,,,19,,,
SNLY,3281,66,ASP,0,5,,,,23,,,
SNLZ,3294,66,GRE,0,12,,,,30,,,
SNM1,59,59,CON,0,32,,,,,,,
SNM3,3937,66,Earth,0,18,,,,36,,,
SNM4,9281,75,Earth,0,08,,,,26,,,
SNM5,3937,59,GVL,0,15,,,,33,,,
SNM6,3281,59,GVL,0,16,,,,34,,,
SNM7,3412,59,Earth,0,02,,,,20,,,
SNM8,3938,66,Earth,0,06,,,,24,,,
SNM9,3281,66,GVL,0,12,,,,30,,,
SNMA,4675,98,ASP,0,10,,,,28,,,
SNMC,4324,62,ASP,0,12,,,,30,,,
SNMD,2297,66,CON,0,15,,,,33,,,
SNME,2575,59,ASP,0,12,,,,30,,,
SNMF,2615,75,GRE,0,5,,,,23,,,
SNMG,59,59,CON,0,13,,,,26,,,
SNMI,5741,118,ASP,0,17,,,,35,,,
SNMJ,4265,66,ASP,0,7,,,,25,,,
SNMK,4987,82,ASP,0,11,,,,29,,,
SNML,3281,59,GRE,0,11,,,,29,,,
SNMN,2411,66,Earth,0,15,,,,33,,,
SNMP,3281,75,GVL,0,15,,,,33,,,
SNMQ,59,59,CON,0,14,,,,27,,,
SNMR,2067,59,SAND,0,05,,,,23,,,
SNMU,4593,59,ASPH,0,05,,,,23,,,
SNMV,3281,82,GRS,0,2,,,,20,,,
SNMX,4429,98,ASPH,0,08,,,,26,,,
SNMZ,4298,92,ASP,0,5,,,,23,,,
SNN2,69,69,GRS,0,4,,,,,,,
SNN7,3741,59,Earth,0,10,,,,28,,,
SNN9,3281,66,Earth,0,03,,,,21,,,
SNNB,3445,98,CON,0,11,,,,29,,,
SNNC,3281,75,ASP,0,7,,,,25,,,
SNNE,2034,131,GRE,0,12,,,,30,,,
SNNF,2953,59,ASP,0,2,,,,20,,,
SNNJ,3937,98,ASP,0,4,,,,22,,,
SNNM,2953,82,GRE,0,15,,,,33,,,
SNNO,2789,98,GRS,0,18,,,,36,,,
SNNP,3937,197,GRS,0,18,,,,36,,,
SNNU,4003,75,ASP,0,11,,,,29,,,
SNNX,3281,59,GVL,0,14,,,,32,,,
SNNX,2887,98,GRS,1,18,,-12.83333,-61.35,36,,-12.83333,-61.35
SNOB,3389,98,ASP,0,10,,,,28,,,
SNOC,3281,82,ASP,0,16,,,,34,,,
SNOD,1906,59,ASP,0,11,,,,29,,,
SNOE,3937,131,ASP,0,11,,,,29,,,
SNOF,3543,164,GRS,0,6,,,,24,,,
SNOG,3937,66,ASP,0,16,,,,34,,,
SNOI,2953,131,GRS,0,18,,,,36,,,
SNOK,3117,69,GVL,0,10,,,,28,,,
SNOL,4757,98,GVL,0,01,,,,19,,,
SNOM,3609,59,ASP,0,18,,,,36,,,
SNON,79,79,CON,0,4,,,,31,,,
SNOQ,3117,59,Earth,0,17,,,,35,,,
SNOS,4921,75,ASP,0,14,,,,32,,,
SNOT,3937,115,GRS,0,9,,,,27,,,
SNOU,3937,79,ASP,0,3,,,,21,,,
SNOV,1969,59,ASP,0,16,,,,34,,,
SNOW,3609,66,GRE,0,13,,,,31,,,
SNOX,5249,98,ASP,0,17,,,,35,,,
SNOZ,3281,98,ASP,0,9,,,,27,,,
SNP2,66,66,CON,0,25,,,,,,,
SNP4,3281,59,GVL,0,05,,,,23,,,
SNP5,2297,59,Earth,0,10,,,,28,,,
SNP7,3938,59,GVL,0,02,,,,20,,,
SNP8,53,53,CON,0,25,,,,,,,
SNP9,69,69,CON,0,17,,,,,,,
SNPA,4134,75,ASPH,0,12,99,,,30,279,,
SNPC,5741,97,ASP,0,14,,,,32,,,
SNPD,5577,98,ASP,0,09,,,,27,,,
SNPI,4429,82,ASP,0,18,,,,36,,,
SNPJ,3937,98,ASP,0,5,,,,23,,,
SNPK,64,64,GRS,0,H1,,,,,,,
SNPL,3609,66,GRE,0,18,,,,36,,,
SNPN,3609,66,GRE,0,11,,,,29,,,
SNPO,3937,230,GRE,0,15,,,,33,,,
SNPP,2690,59,ASP,0,16,,,,34,,,
SNPQ,3281,125,SAND,0,12,,,,30,,,
SNPR,66,66,CON,0,21,,,,35,,,
SNPS,3937,66,ASP,0,11,,,,29,,,
SNPU,3855,98,ASP,0,7,,,,25,,,
SNPV,1640,75,GRS,0,16,,,,34,,,
SNPX,4856,98,ASP,0,10,,,,28,,,
SNPY,5249,98,ASP,0,5,,,,23,,,
SNPZ,3281,98,GRE,0,10,,,,28,,,
SNQ4,69,69,CON,0,18,,,,,,,
SNQ6,3281,59,GVL,0,06,,,,24,,,
SNQ9,3611,59,GVL,0,16,,,,34,,,
SNQA,2625,59,ASP,0,1,,,,19,,,
SNQC,64,64,Concrete,0,H1,,,,,,,
SNQD,3937,98,ASP,0,15,,,,33,,,
SNQE,2493,59,ASP,0,1,,,,19,,,
SNQG,5906,148,ASP,0,16,,,,34,,,
SNQH,79,79,Turf,0,H1,,,,,,,
SNQI,3609,59,ASP,0,17,,,,35,,,
SNQK,59,59,CON,0,9,,,,,,,
SNQM,3937,72,ASP,0,3,,,,21,,,
SNQN,3302,59,Asphalt,0,06,,-13.15622,-52.56941,24,,-13.14933,-52.56337
SNQP,2953,75,GRS,0,2,,,,20,,,
SNQR,2625,98,GRS,0,3,,,,21,,,
SNQS,2953,98,GRS,0,9,,,,27,,,
SNQT,2789,98,GRS,0,14,,,,32,,,
SNQU,4593,62,ASP,0,07,,,,25,,,
SNQV,3937,75,ASP,0,9,,,,27,,,
SNQW,3232,82,ASP,0,12,,,,30,,,
SNQX,3937,98,ASP,0,14,,,,32,,,
SNQY,59,59,CON,0,5,,,,,,,
SNR2,4266,66,Earth,0,11,,,,29,,,
SNR3,2953,59,GVL,0,11,90,,,29,270,,
SNR6,3840,66,Piçarra,0,10,,,,28,,,
SNR7,3281,66,Earth,0,18,,,,36,,,
SNR8,3353,59,Earth,0,02,,,,20,,,
SNR9,50,50,CON,0,02,,,,,,,
SNRB,3150,59,ASP,0,5,,,,23,,,
SNRC,62,62,CON,0,13,,,,31,,,
SNRD,3822,98,ASP,0,11,88,-17.29708,-39.27614,29,268,-17.29681,-39.26608
SNRE,4265,59,ASP,0,10,,,,28,,,
SNRF,69,69,Concrete,0,H1,,,,,,,
SNRG,62,62,CON,0,9,,,,27,,,
SNRI,89,89,CON,0,21,,,,,,,
SNRL,59,59,GRS,0,H1,,,,,,,
SNRM,4429,98,ASP,0,11,,,,29,,,
SNRN,3609,66,GRE,0,1,,,,19,,,
SNRP,3609,33,GRE,0,16,,,,34,,,
SNRQ,2953,59,GRE,0,11,,,,29,,,
SNRR,3379,75,ASP,0,4,,,,22,,,
SNRU,5906,98,ASP,0,13,,,,31,,,
SNRV,2625,59,ASP,0,6,,,,24,,,
SNRX,3937,131,ASP,0,12,,,,30,,,
SNRY,59,59,CON,0,7,,,,18,,,
SNRZ,3887,82,ASP,0,03,11.66,-20.7198,-44.8664,21,191.66,-20.7093,-44.8641
SNS3,3413,79,GVL,0,08,,,,26,,,
SNS6,2954,59,GVL,0,17,,,,35,,,
SNSC,3937,98,GRE,0,3,,,,21,,,
SNSD,3937,66,GRE,0,9,,,,27,,,
SNSE,3609,82,ASP,0,16,,,,34,,,
SNSF,3937,131,GRE,0,11,,,,29,,,
SNSG,4265,98,ASP,0,17,,,,35,,,
SNSH,4921,98,ASP,0,9,,,,27,,,
SNSI,2625,59,GRE,0,4,,,,22,,,
SNSJ,2625,59,ASP,0,6,,,,24,,,
SNSL,2953,59,GVL,0,07,,,,25,,,
SNSM,6102,82,ASP,0,09,70,-0.69852,-47.34298,27,250,-0.69352,-47.32907
SNSO,3018,75,ASP,0,2,,,,20,,,
SNSQ,62,62,CON,0,3,,,,12,,,
SNSR,3609,98,ASP,0,3,,,,21,,,
SNSS,4856,98,ASP,0,18,,,,36,,,
SNST,3937,66,ASP,0,17,,,,35,,,
SNSU,3117,59,GVL,0,12,,,,30,,,
SNSW,3609,98,ASP,0,6,,,,24,,,
SNSX,2789,131,GRS,0,7,,,,25,,,
SNSY,2625,98,GRS,0,6,,,,24,,,
SNT2,3607,59,Earth,0,02,,,,20,,,
SNT3,2953,59,GVL,0,09,,,,27,,,
SNT4,3933,39,ASP,0,13,,,,33,,,
SNT6,4921,59,Earth,0,10,,,,28,,,
SNT7,2953,66,GVL,0,09,,,,27,,,
SNT8,4594,75,Earth,0,13,,,,31,,,
SNT9,3557,98,Earth,0,13,,,,31,,,
SNTA,3609,66,GRE,0,10,,,,28,,,
SNTD,4364,75,ASP,0,9,,,,27,,,
SNTE,74,74,GRS,0,H1,,,,H1,,,
SNTF,4790,98,ASPH,0,11,,-17.52442,-39.67533,29,,-17.52442,-39.66159
SNTH,64,64,CON,0,H1,,,,H1,,,
SNTI,4987,98,ASP,0,9,,,,27,,,
SNTK,2625,59,Earth,0,03,,,,21,,,
SNTK,3281,75,ASP,1,3Z,,,,21Z,,,
SNTL,2592,66,Graded earth,0,10,,,,28,,,
SNTM,3281,98,GRE,0,1,,,,19,,,
SNTO,3904,75,ASP,0,11,,,,29,,,
SNTP,4265,66,ASP,0,13,,,,31,,,
SNTQ,5249,95,ASP,0,11,,,,29,,,
SNTR,4068,82,ASP,0,10,,,,28,,,
SNTS,5249,98,ASP,0,12,,,,30,,,
SNTY,3937,79,ASP,0,13,,,,31,,,
SNU2,78,78,CON,0,31,,,,,,,
SNUB,3543,75,ASP,0,16,,,,34,,,
SNUC,4921,52,ASP,0,11,,,,29,,,
SNUG,2625,59,GRE,0,11,,,,29,,,
SNUH,3658,98,GRS,0,7,,,,25,,,
SNUI,3937,98,ASP,0,8,,,,26,,,
SNUN,3871,98,ASP,0,17,,,,35,,,
SNUP,2625,98,ASP,0,13,,,,31,,,
SNUQ,69,69,MET,0,8,,,,33,,,
SNUS,2133,66,ASP,0,3,,,,21,,,
SNUT,4659,66,ASP,0,6,,,,24,,,
SNUX,3281,66,GRE,0,11,,,,29,,,
SNUZ,2953,66,Piçarra,0,17,,,,35,,,
SNVA,4035,98,ASP,0,1,,,,19,,,
SNVB,5906,98,ASP,0,04,,-13.30424,-38.99439,22,,-13.28851,-38.99041
SNVC,2953,98,ASP,0,17,,,,35,,,
SNVD,3937,98,ASP,0,10,,,,28,,,
SNVF,59,59,CON,0,18,,,,27,,,
SNVH,2953,66,ASP,0,18,,,,36,,,
SNVI,4265,75,ASP,0,04,,,,22,,,
SNVN,2625,148,GRS,0,8,,,,26,,,
SNVO,3281,131,GRE,0,16,,,,34,,,
SNVR,4265,98,ASP,0,8,,,,26,,,
SNVS,5249,98,ASP,0,07,,,,25,,,
SNVT,69,69,MET,0,33,,,,,,,
SNVU,1640,59,GRS,0,09,,,,27,,,
SNVV,3281,66,ASP,0,11,,,,29,,,
SNVW,2887,59,GRS,0,17,,,,35,,,
SNVX,66,66,CON,0,35,,,,,,,
SNVY,3281,131,GRS,0,16,,,,34,,,
SNW1,2789,66,GVL,0,06,,,,24,,,
SNW2,59,59,GRS,0,28,,,,,,,
SNW3,3612,59,GVL,0,02,,,,20,,,
SNW4,3282,59,GVL,0,13,,,,31,,,
SNW7,3774,59,Earth,0,17,,,,35,,,
SNW8,3281,98,Piçarra,0,05,,,,23,,,
SNW9,3938,66,Piçarra,0,13,,,,31,,,
SNWC,3117,98,ASP,0,14,,,,32,,,
SNWD,2887,98,GRS,0,15,,,,33,,,
