iata,icao,name,lat,lon
RNS,LFRN,Rennes-Saint-Jacques Airport,48.0695,-1.7348
LAI,LFRO,Lannion Airport,48.7544,-3.4717
UIP,LFRQ,Quimper-Cornouaille Airport,47.9730,-4.1697
NTE,LFRS,Nantes Atlantique Airport,47.1532,-1.6107
SBK,LFRT,Saint-Brieuc-Armor Airport,48.5386,-2.8535
MXN,LFRU,Morlaix-Ploujean Airport,48.6032,-3.8158
VNE,LFRV,Vannes-Meucon Airport,47.7233,-2.7186
SNR,LFRZ,Saint-Nazaire-Montoir Airport,47.3114,-2.1526
BSL,LFSB,EuroAirport Basel–Mulhouse–Freiburg,47.6007,7.5211
DIJ,LFSD,Dijon Longvic airport,47.2689,5.0900
EPL,LFSG,Épinal Mirecourt Airport,48.3250,6.0700
BVE,LFSL,Brive Souillac airport,45.0397,1.4856
ENC,LFSN,Nancy-Essey Airport,48.6921,6.2305
SXB,LFST,Strasbourg Airport,48.5383,7.6282
TLN,LFTH,Toulon-Hyères Airport,43.0973,6.1460
FNI,LFTW,Nîmes-Arles-Camargue Airport,43.7574,4.4164
LTT,LFTZ,La Môle Airport,43.2054,6.4820
MQC,LFVM,Miquelon Airport,47.0955,-56.3803
FSP,LFVP,Saint-Pierre Pointe-Blanche Airport,46.7627,-56.1750
PYR,LGAD,Andravida Air Base,37.9207,21.2926
AXD,LGAL,Alexandroupoli Democritus Airport,40.8559,25.9563
ATH,LGAV,Athens Eleftherios Venizelos International Airport,37.9364,23.9445
VOL,LGBL,Nea Anchialos National Airport,39.2196,22.7943
LGE,LGE,Mulan Airport,-20.1089,127.6190
JKH,LGHI,Chios Island National Airport,38.3432,26.1406
JIK,LGIK,Ikaria Airport,37.6827,26.3471
IOA,LGIO,Ioannina King Pyrrhus National Airport,39.6964,20.8225
HER,LGIR,Heraklion International Nikos Kazantzakis Airport,35.3397,25.1803
KSO,LGKA,Kastoria National Airport Aristotle,40.4463,21.2822
KIT,LGKC,Kithira Airport,36.2740,23.0167
EFL,LGKF,Kefallinia Airport,38.1201,20.5005
KZS,LGKJ,Kastelorizo Airport,36.1417,29.5764
KLX,LGKL,Kalamata Airport,37.0683,22.0255
KGS,LGKO,Kos International Airport "Ippokratis",36.7945,27.0911
AOK,LGKP,Karpathos Airport,35.4214,27.1460
CFU,LGKR,Corfu Ioannis Kapodistrias International Airport,39.6014,19.9122
KSJ,LGKS,Kasos Airport,35.4214,26.9100
KVA,LGKV,Kavala Alexander the Great International Airport,40.9133,24.6192
JKL,LGKY,Kalymnos Airport,36.9633,26.9406
KZI,LGKZ,Kozani National Airport Filippos,40.2861,21.8408
LRS,LGLE,Leros Airport,37.1849,26.8003
LXS,LGLM,Limnos Airport,39.9171,25.2363
LRA,LGLR,Larissa Air Base,39.6503,22.4655
JMK,LGMK,Mykonos Island National Airport,37.4351,25.3481
MLO,LGML,Milos Airport,36.6969,24.4769
MJT,LGMT,Mytilene International Airport,39.0574,26.5986
JNX,LGNX,Naxos Island National Airport,37.0811,25.3681
PAS,LGPA,Paros National Airport,37.0205,25.1132
JTY,LGPL,Astypalaia Airport,36.5799,26.3758
PVK,LGPZ,Aktion National Airport,38.9255,20.7653
RHO,LGRP,Rhodes International Airport "Diagoras",36.4054,28.0862
GPA,LGRX,Patras Araxos Agamemnon Airport,38.1511,21.4256
CHQ,LGSA,Chania International Airport,35.5312,24.1507
JSI,LGSK,Skiathos Island National Airport,39.1771,23.5037
SMI,LGSM,Samos Airport,37.6900,26.9117
JSY,LGSO,Syros Airport,37.4228,24.9509
SPJ,LGSP,Sparti Airfield,36.9738,22.5257
JTR,LGSR,Santorini International Airport,36.4000,25.4786
JSH,LGST,Sitia Airport,35.2161,26.1013
SKU,LGSY,Skiros Airport,38.9676,24.4872
SKG,LGTS,Thessaloniki Macedonia International Airport,40.5193,22.9700
ZTH,LGZA,Zakynthos International Airport Dionysios Solomos,37.7509,20.8843
BUD,LHBP,Budapest Liszt Ferenc International Airport,47.4302,19.2624
DEB,LHDC,Debrecen International Airport,47.4895,21.6163
PEV,LHPP,Pécs-Pogány International Airport,45.9889,18.2420
SOB,LHSM,Hévíz–Balaton Airport,46.6864,17.1591
CRV,LIBC,Crotone Sant'Anna Pythagoras Airport,38.9972,17.0802
BRI,LIBD,Bari Karol Wojtyła International Airport,41.1389,16.7606
FOG,LIBF,Foggia Gino Lisa Airport,41.4336,15.5346
TAR,LIBG,Taranto-Grottaglie Marcello Arlotta Airport,40.5175,17.4032
LCC,LIBN,Lecce Galatina Air Base / Galatina Fortunato Cesari Airport,40.2392,18.1333
PSR,LIBP,Abruzzo Airport,42.4311,14.1830
BDS,LIBR,Brindisi Airport,40.6576,17.9470
SUF,LICA,Lamezia Terme Sant'Eufemia International Airport,38.9062,16.2460
CIY,LICB,Comiso Airport,36.9958,14.6089
CTA,LICC,Catania-Fontanarossa Airport,37.4668,15.0664
LMP,LICD,Lampedusa Airport,35.4979,12.6181
PNL,LICG,Pantelleria Airport,36.8165,11.9689
PMO,LICJ,Falcone–Borsellino Airport,38.1760,13.0910
REG,LICR,Reggio Calabria Airport,38.0712,15.6516
TPS,LICT,Vincenzo Florio Airport Trapani-Birgi,37.9114,12.4880
BLX,LIDB,Belluno Arturo dell'Oro Airport,46.1665,12.2504
RAN,LIDR,Ravenna Airport,44.3643,12.2250
AHO,LIEA,Alghero-Fertilia Airport,40.6321,8.2908
DCI,LIED,Decimomannu Air Base,39.3542,8.9725
CAG,LIEE,Cagliari Elmas Airport,39.2515,9.0543
OLB,LIEO,Olbia Costa Smeralda Airport,40.8990,9.5185
FNU,LIER,Oristano-Fenosu Airport,39.8953,8.6427
MXP,LIMC,Milan Malpensa International Airport,45.6306,8.7281
BGY,LIME,Il Caravaggio International Airport,45.6694,9.7089
TRN,LIMF,Turin Airport,45.2008,7.6496
GOA,LIMJ,Genoa Cristoforo Colombo Airport,44.4120,8.8407
LIN,LIML,Milano Linate Airport,45.4451,9.2767
PMF,LIMP,Parma Airport,44.8264,10.2971
AOT,LIMW,Aosta Corrado Gex Airport,45.7386,7.3683
CUF,LIMZ,Cuneo International Airport,44.5475,7.6230
AVB,LIPA,Aviano Air Base,46.0319,12.5965
BZO,LIPB,Bolzano Airport,46.4592,11.3261
BLQ,LIPE,Bologna Guglielmo Marconi Airport,44.5354,11.2887
TSF,LIPH,Treviso Airport,45.6484,12.1944
FRL,LIPK,Forlì-Luigi Ridolfi International Airport,44.1948,12.0701
VBS,LIPO,Brescia Gabriele d'Annunzio Airport,45.4289,10.3306
TRS,LIPQ,Trieste Airport,45.8279,13.4667
RMI,LIPR,Federico Fellini International Airport,44.0200,12.6122
VRN,LIPX,Verona Villafranca Valerio Catullo Airport,45.3950,10.8873
AOI,LIPY,Marche Airport,43.6163,13.3623
VCE,LIPZ,Venice Marco Polo Airport,45.5053,12.3519
CIA,LIRA,Ciampino–G. B. Pastine International Airport,41.7988,12.5953
FCO,LIRF,Rome–Fiumicino Leonardo da Vinci International Airport,41.8045,12.2520
QSR,LIRI,Salerno Costa d'Amalfi Airport,40.6204,14.9113
EBA,LIRJ,Marina di Campo Airport,42.7609,10.2398
NAP,LIRN,Naples International Airport,40.8860,14.2908
PSA,LIRP,Pisa International Airport,43.6839,10.3927
FLR,LIRQ,Florence Airport  Peretola,43.8086,11.2028
GRS,LIRS,Grosseto Corrado Baccarini Air Base / Grosseto Airport,42.7597,11.0719
PEG,LIRZ,Perugia San Francesco d'Assisi – Umbria International Airport,43.0959,12.5132
LJU,LJLJ,Ljubljana Jože Pučnik Airport,46.2237,14.4576
MBX,LJMB,Maribor Edvard Rusjan Airport,46.4799,15.6861
POW,LJPZ,Portorož Airport,45.4720,13.6160
NUA,LK-0005,Nuwara Eliya (Lake Gregory) Waterdrome,6.9561,80.7793
LKC,LKC,Lekana Airport,-2.3130,14.6060
JCL,LKCS,České Budějovice South Bohemian Airport,48.9482,14.4283
UHE,LKKU,Kunovice Airport,49.0294,17.4397
KLV,LKKV,Karlovy Vary Airport,50.2030,12.9150
HRA,LKMH,Mnichovo Hradiště Airport,50.5402,15.0066
OSR,LKMT,Leoš Janáček Airport Ostrava,49.6963,18.1111
OLO,LKOL,Olomouc Airport,49.5877,17.2093
PED,LKPD,Pardubice Airport,50.0150,15.7398
PRV,LKPO,Přerov Air Base,49.4258,17.4047
PRG,LKPR,Václav Havel Airport Prague,50.1009,14.2599
BRQ,LKTB,Brno-Tuřany Airport,49.1513,16.6940
VOD,LKVO,Vodochody Airport,50.2166,14.3958
ZBE,LKZA,Zábřeh Dolní Benešov Airfield,49.9283,18.0756
TLV,LLBG,Ben Gurion International Airport,32.0114,34.8867
BEV,LLBS,Beersheba (Teyman) Airport,31.2870,34.7230
ETM,LLER,Ramon International Airport,29.7270,35.0141
EIY,LLEY,Ein Yahav Airfield,30.6217,35.2033
LLH,LLH,La Lima - Reginaldo Hammer Airport,15.4428,-87.8986
HFA,LLHA,Uri Michaeli Haifa International Airport,32.8102,35.0437
RPN,LLIB,Rosh Pina Airport,32.9810,35.5719
KSW,LLKS,Kiryat Shmona Airport,33.2163,35.5962
LLL,LLL,Lissadell Airport,-16.6610,128.5940
MIP,LLMR,Mitzpe Ramon Airfield,30.6506,34.8069
MTZ,LLMZ,Bar Yehuda Airfield,31.3282,35.3886
VTM,LLNV,Nevatim Air Base,31.2083,35.0123
VDA,LLOV,Ovda Airport,29.9403,34.9358
GZM,LMMG,Xewkija Heliport,36.0272,14.2728
MLA,LMML,Malta International Airport,35.8459,14.4915
LMV,LMV,Madivaru Airport,5.4575,73.3703
LMZ,LMZ,Palma Airport,-10.7506,40.4702
MCM,LNMC,Monaco Heliport,43.7258,7.4197
ANT,LOIC,Sankt Anton am Arlberg Heliport,47.1196,10.2405
HOH,LOIH,Hohenems-Dornbirn Airfield,47.3845,9.6998
LOM,LOM,Francisco Primo de Verdad y Ramos Airport,21.2590,-101.9438
LOR,LOR,Lowe AHP (Fort Rucker) Heliport,31.3558,-85.7512
GRZ,LOWG,Graz Airport,46.9911,15.4396
INN,LOWI,Innsbruck Airport,47.2602,11.3440
KLU,LOWK,Klagenfurt Airport,46.6425,14.3377
LNZ,LOWL,Linz-Hörsching Airport,48.2354,14.1881
SZG,LOWS,Salzburg Airport,47.7933,13.0043
VIE,LOWW,Vienna International Airport,48.1103,16.5697
SMA,LPAZ,Santa Maria Airport,36.9714,-25.1706
BGC,LPBG,Bragança Airport,41.8578,-6.7071
BYJ,LPBJ,Beja Airport / Airbase,38.0789,-7.9324
CVU,LPCR,Corvo Airport,39.6715,-31.1136
CAT,LPCS,Cascais Airport,38.7250,-9.3552
FLW,LPFL,Flores Airport,39.4553,-31.1314
FAO,LPFR,Faro - Gago Coutinho International Airport,37.0159,-7.9709
GRW,LPGR,Graciosa Airport,39.0922,-28.0298
HOR,LPHR,Horta Airport,38.5199,-28.7159
TER,LPLA,Lajes Airport,38.7618,-27.0908
FNC,LPMA,Cristiano Ronaldo International Airport,32.6978,-16.7746
PDL,LPPD,João Paulo II Airport,37.7412,-25.6979
PIX,LPPI,Pico Airport,38.5543,-28.4413
PRM,LPPM,Portimão Airport,37.1493,-8.5840
OPO,LPPR,Francisco de Sá Carneiro Airport,41.2481,-8.6814
PXO,LPPS,Porto Santo Airport,33.0734,-16.3500
LIS,LPPT,Lisbon Humberto Delgado Airport,38.7813,-9.1359
SJZ,LPSJ,São Jorge Airport,38.6655,-28.1758
VRL,LPVR,Vila Real Airport,41.2743,-7.7205
VSE,LPVZ,Aerodromo Goncalves Lobato (Viseu Airport),40.7255,-7.8890
BNX,LQBK,Banja Luka International Airport,44.9414,17.2975
OMO,LQMO,Mostar International Airport,43.2825,17.8461
SJJ,LQSA,Sarajevo International Airport,43.8246,18.3315
TZL,LQTZ,Tuzla International Airport,44.4599,18.7236
ARW,LRAR,Arad International Airport,46.1761,21.2643
BCM,LRBC,Bacău George Enescu International  Airport,46.5219,26.9103
BAY,LRBM,Maramureș International Airport,47.6584,23.4644
BBU,LRBS,Bucharest Băneasa Aurel Vlaicu International Airport,44.5031,26.1029
GHV,LRBV,Brașov-Ghimbav International Airport,45.7056,25.5229
CND,LRCK,Mihail Kogălniceanu International Airport,44.3622,28.4883
CLJ,LRCL,Avram Iancu Cluj International Airport,46.7860,23.6857
CSB,LRCS,Caransebeş Airport,45.4201,22.2525
CRA,LRCV,Craiova International Airport,44.3181,23.8886
IAS,LRIA,Iaşi International Airport,47.1796,27.6214
OMR,LROD,Oradea International Airport,47.0253,21.9025
OTP,LROP,Bucharest Henri Coandă International Airport,44.5718,26.1033
SBZ,LRSB,Sibiu International Airport,45.7858,24.0867
SUJ,LRSM,Satu Mare International Airport,47.7033,22.8857
SCV,LRSV,Suceava Ștefan cel Mare International Airport,47.6875,26.3541
TCE,LRTC,Tulcea Danube Delta Airport,45.0625,28.7143
TGM,LRTM,Târgu Mureş Transilvania International Airport,46.4677,24.4125
TSR,LRTR,Timișoara Traian Vuia International Airport,45.8099,21.3379
GVA,LSGG,Geneva International Airport,46.2381,6.1090
SIR,LSGS,Sion Airport,46.2192,7.3269
EML,LSME,Emmen Air Base,47.0924,8.3052
VIP,LSMP,Payerne Air Base,46.8432,6.9151
LUG,LSZA,Lugano Airport,46.0043,8.9106
BRN,LSZB,Bern Airport,46.9127,7.4988
BXO,LSZC,Buochs Airport,46.9744,8.3969
ZRH,LSZH,Zürich Airport,47.4581,8.5481
ACH,LSZR,Sankt Gallen Altenrhein Airport,47.4850,9.5608
SMV,LSZS,Engadin Airport,46.5341,9.8841
ESB,LTAC,Esenboğa International Airport,40.1281,32.9951
ANK,LTAD,Etimesgut Air Base,39.9498,32.6886
ADA,LTAF,Adana Şakirpaşa Airport,36.9822,35.2804
UAB,LTAG,İncirlik Air Base,37.0021,35.4259
AFY,LTAH,Afyon Air Base,38.7264,30.6011
AYT,LTAI,Antalya International Airport,36.8987,30.8005
GZT,LTAJ,Gaziantep Oğuzeli International Airport,36.9472,37.4787
KFS,LTAL,Kastamonu Airport,41.3142,33.7958
KYA,LTAN,Konya Airport,37.9790,32.5619
MZH,LTAP,Amasya Merzifon Airport,40.8294,35.5220
VAS,LTAR,Sivas Nuri Demirağ Airport,39.8138,36.9035
ONQ,LTAS,Zonguldak Çaycuma Airport,41.5064,32.0886
MLX,LTAT,Malatya Erhaç Airport,38.4353,38.0910
ASR,LTAU,Kayseri Erkilet International Airport,38.7704,35.4954
TJK,LTAW,Tokat Airport,40.3247,36.3906
DNZ,LTAY,Çardak Airport,37.7856,29.7013
NAV,LTAZ,Nevşehir Kapadokya Airport,38.7719,34.5345
ISL,LTBA,İstanbul Atatürk Airport,40.9719,28.8237
CII,LTBD,Aydın Çıldır Airport,37.8154,27.8876
BZI,LTBF,Balıkesir Airport,39.6193,27.9260
BDM,LTBG,Bandırma Airport,40.3180,27.9777
CKZ,LTBH,Çanakkale Airport,40.1377,26.4268
ESK,LTBI,Eskişehir Air Base,39.7841,30.5821
ADB,LTBJ,Adnan Menderes International Airport,38.2924,27.1570
IGL,LTBL,Çiğli Airbase,38.5130,27.0101
USQ,LTBO,Uşak Airport,38.6815,29.4717
KCO,LTBQ,Cengiz Topel Airport,40.7350,30.0833
YEI,LTBR,Bursa Yenişehir Airport,40.2552,29.5626
DLM,LTBS,Dalaman International Airport,36.7131,28.7925
TEQ,LTBU,Tekirdağ Çorlu Airport,41.1382,27.9191
BXN,LTBV,Bodrum-Imsık Airport,37.1401,27.6697
AOE,LTBY,Hasan Polatkan Airport,39.8116,30.5193
KZR,LTBZ,Zafer Airport,39.1111,30.1304
EZS,LTCA,Elazığ Airport,38.5980,39.2835
OGU,LTCB,Ordu–Giresun Airport,40.9669,38.0860
DIY,LTCC,Diyarbakır Airport,37.8939,40.2010
ERC,LTCD,Erzincan Airport,39.7102,39.5270
ERZ,LTCE,Erzurum International Airport,39.9565,41.1702
KSY,LTCF,Kars Airport,40.5622,43.1150
TZX,LTCG,Trabzon International Airport,40.9951,39.7897
VAN,LTCI,Van Ferit Melen Airport,38.4682,43.3323
BAL,LTCJ,Batman Airport,37.9290,41.1166
MSR,LTCK,Muş Airport,38.7478,41.6612
SXZ,LTCL,Siirt Airport,37.9789,41.8404
NOP,LTCM,Sinop Airport,42.0183,35.0718
KCM,LTCN,Kahramanmaraş Airport,37.5388,36.9535
AJI,LTCO,Ağrı Airport,39.6556,43.0257
ADF,LTCP,Adıyaman Airport,37.7314,38.4689
MQM,LTCR,Mardin Airport,37.2233,40.6317
GNY,LTCS,Şanlıurfa GAP Airport,37.4457,38.8956
IGD,LTCT,Iğdır Airport,39.9766,43.8766
BGG,LTCU,Bingöl Airport,38.8601,40.5945
NKT,LTCV,Şırnak Şerafettin Elçi Airport,37.3647,42.0582
YKO,LTCW,Hakkari Yüksekova Airport,37.5497,44.2381
HTY,LTDA,Hatay Airport,36.3608,36.2856
COV,LTDB,Çukurova International Airport,36.8915,35.0712
LTF,LTF,Leitre Airport,-2.8337,141.6257
IZM,LTFB,Selçuk Efes Airport,37.9507,27.3290
ISE,LTFC,Süleyman Demirel International Airport,37.8554,30.3684
EDO,LTFD,Balıkesir Koca Seyit Airport,39.5525,27.0102
BJV,LTFE,Milas Bodrum International Airport,37.2493,27.6640
GZP,LTFG,Gazipaşa-Alanya Airport,36.2988,32.2970
SZF,LTFH,Samsun-Çarşamba Airport,41.2540,36.5675
SAW,LTFJ,Istanbul Sabiha Gökçen International Airport,40.8986,29.3092
GKD,LTFK,Gökçeada Airport,40.2045,25.8833
IST,LTFM,İstanbul Airport,41.2749,28.7321
RZV,LTFO,Rize–Artvin Airport,41.1798,40.8488
BZY,LUBL,Bălți-Leadoveni International Airport,47.8377,27.7811
RMO,LUKK,Chişinău International Airport,46.9277,28.9317
LWA,LWA,Lebak Rural Airport,6.6739,124.0581
OHD,LWOH,Ohrid St. Paul the Apostle Airport,41.1800,20.7423
SKP,LWSK,Skopje International Airport,41.9581,21.6226
GIB,LXGB,Gibraltar Airport,36.1517,-5.3498
BCQ,LY-BCQ,Brak Airport,27.6530,14.2720
DNF,LY-DNF,Martuba Air Base,32.5420,22.7450
BEG,LYBE,Belgrade Nikola Tesla Airport,44.8184,20.3091
IVG,LYBR,Berane Airport,42.8390,19.8620
BJY,LYBT,Batajnica Air Base,44.9353,20.2575
KVO,LYKV,Morava Airport,43.8175,20.5867
INI,LYNI,Niš Constantine the Great Airport,43.3365,21.8562
TGD,LYPG,Podgorica Airport / Podgorica Golubovci Airbase,42.3594,19.2519
TIV,LYTV,Tivat Airport,42.4047,18.7233
UZC,LYUZ,Ponikve Airport,43.8989,19.6977
LZG,ZULA,Langzhong Gucheng Airport,31.5019,106.0344
BTS,LZIB,M. R. Štefánik Airport,48.1702,17.2127
KSC,LZKZ,Košice International Airport,48.6631,21.2411
LUE,LZLU,Lučenec Airfield,48.3394,19.7358
PZY,LZPP,Piešťany Airport,48.6252,17.8284
POV,LZPW,Prešov Air Base,49.0297,21.3156
SLD,LZSL,Sliač Airport,48.6378,19.1341
TAT,LZTT,Poprad-Tatry Airport,49.0710,20.2414
ILZ,LZZI,Žilina-Dolný Hričov Airport,49.2333,18.6134
DRU,M26,Drummond Airport,46.6216,-113.2018
GLN,GMAG,Guelmim Airport,29.0267,-10.0503
UWA,MA53,Ware Airport,42.2820,-72.2148
MAP,MAP,Mamai Airport,-10.2908,149.5192
GDT,MBGT,JAGS McCartney International Airport,21.4445,-71.1423
MDS,MBMC,Middle Caicos Airport,21.8260,-71.8025
NCA,MBNC,North Caicos Airport,21.9161,-71.9430
PIC,MBPI,Pine Cay Airport,21.8747,-72.0906
PLS,MBPV,Providenciales International Airport,21.7737,-72.2683
XSC,MBSC,South Caicos Airport,21.5157,-71.5285
SLX,MBSY,Salt Cay Airport,21.3330,-71.2000
BRX,MDBH,Maria Montez International Airport,18.2515,-71.1204
CBJ,MDCR,Cabo Rojo Airport,17.9290,-71.6448
AZS,MDCY,Samaná El Catey International Airport,19.2693,-69.7374
COZ,MDCZ,Constanza - Expedición 14 de Junio National Airport,18.9075,-70.7219
JBQ,MDJB,La Isabela International Airport,18.5725,-69.9856
LRM,MDLR,Casa De Campo International Airport,18.4522,-68.9111
PUJ,MDPC,Punta Cana International Airport,18.5671,-68.3646
POP,MDPP,Gregorio Luperon International Airport,19.7579,-70.5700
SDQ,MDSD,Las Américas International Airport,18.4297,-69.6689
STI,MDST,Cibao International Airport,19.4041,-70.6044
MDV,MDV,Médouneu Airport,1.0085,10.7552
LIZ,ME16,Loring International Airport,46.9504,-67.8859
MEF,MEF,Melfi Airport,11.0602,17.9445
NKO,MG-0020,Ankokoambo Airport,-16.5949,44.4537
RLR,MG-0021,Relais de la Reine Airport,-22.6453,45.3239
DOA,MG-DOA,Doany Airport,-14.3681,49.5108
CBV,MGCB,Coban Airport,15.4690,-90.4067
CMM,MGCR,Carmelita Airport,17.4612,-90.0537
CTF,MGCT,Coatepeque Airport,14.6942,-91.8825
GUA,MGGT,La Aurora International Airport,14.5829,-90.5275
HUG,MGHT,Huehuetenango Airport,15.3167,-91.5056
MGI,MGI,National Wildlife Refuge Airport,28.3230,-96.4640
MGP,MGP,Manga Airport,-4.1470,153.0186
PBR,MGPB,Puerto Barrios Airport,15.7309,-88.5838
PKJ,MGPG,Playa Grande Airport,15.9975,-90.7417
PON,MGPP,Poptún Airport,16.3258,-89.4161
AQB,MGQC,Quiché Airport,15.0122,-91.1506
AAZ,MGQZ,Quezaltenango Airport,14.8656,-91.5020
RUV,MGRB,Rubelsanto Airport,15.9920,-90.4453
LCF,MGRD,Las Vegas Airport,15.6684,-88.9618
RER,MGRT,Retalhuleu Airport,14.5214,-91.6970
GSJ,MGSJ,San José Airport,13.9362,-90.8358
FRS,MGTK,Mundo Maya International Airport,16.9137,-89.8661
UJE,MH-0004,Ujae Atoll Airport,8.9281,165.7620
AIM,MH-AIM,Ailuk Airport,10.2168,169.9830
AUL,MH-AUL,Aur Island Airport,8.1453,171.1730
BII,MH-BII,Bikini Atoll Airport,11.5225,165.5651
EBN,MH-EBN,Ebadon Airport,9.3306,166.8200
JAT,MH-JAT,Jabot Airport,7.7498,168.9778
JEJ,MH-JEJ,Jeh Airport,7.5654,168.9620
LIK,MH-LIK,Likiep Airport,9.8232,169.3080
LML,MH-LML,Lae Island Airport,8.9211,166.2650
MAV,MH-MAV,Maloelap Island Airport,8.7044,171.2300
MJB,MH-MJB,Mejit Atoll Airport,10.2833,170.8690
MJE,MH-MJE,Majkin Airport,8.1634,168.1739
NDK,MH-NDK,Namorik Airport,5.6330,168.1256
RNP,MH-RNP,Rongelap Island Airport,11.1572,166.8870
TIC,MH-TIC,Tinak Airport,7.1218,171.9116
UIT,MH-UIT,Jaluit Airport,5.9092,169.6373
WJA,MH-WJA,Woja Airport,7.4508,168.5500
WTE,MH-WTE,Wotje Airport,9.4583,170.2386
WTO,MH-WTO,Wotho Island Airport,10.1733,166.0030
AHS,MHAH,Ahuas Airport,15.4722,-84.3522
BHG,MHBL,Brus Laguna Airport,15.7631,-84.5436
LUI,MHCR,Carta Airport,15.0332,-86.6923
CYL,MHCS,Coyoles Airport,15.4456,-86.6753
CDD,MHCU,Cauquira Airport,15.3167,-83.5917
OAN,MHEA,El Arrayán Airport,15.5056,-86.5747
CAA,MHGE,El Aguacate Airport,14.8750,-85.7761
GAC,MHGS,Celaque Gracias Airport,14.5735,-88.5958
IRN,MHIR,Iriona Airport,15.9392,-85.1372
JUT,MHJU,Jutigalpa airport,14.6526,-86.2203
LCE,MHLC,Golosón International Airport,15.7425,-86.8530
LEZ,MHLE,La Esperanza Airport,14.2911,-88.1750
SAP,MHLM,Ramón Villeda Morales International Airport,15.4526,-87.9236
LMH,MHLN,Limon Airport,15.8561,-85.4440
MHN,MHN,Hooker County Airport,42.0422,-101.0591
GJA,MHNJ,La Laguna Airport,16.4454,-85.9066
PCH,MHPC,Palacios Airport,15.9550,-84.9414
PEU,MHPL,Puerto Lempira Airport,15.2622,-83.7812
RTB,MHRO,Juan Manuel Gálvez International Airport,16.3168,-86.5230
RUY,MHRU,Rioamarillo Airport,14.9149,-89.0078
XPL,MHPR,Palmerola International Airport,14.3824,-87.6212
TEA,MHTE,Tela Airport,15.7759,-87.4758
TGU,MHTG,Toncontín Airport,14.0609,-87.2172
TJI,MHTJ,Trujillo Airport,15.9266,-85.9386
TCF,MHTO,Tocoa Airport,15.6597,-85.9942
SCD,MHUL,Sulaco Airport,14.9072,-87.2634
UII,MHUT,Utila Airport,16.1131,-86.8803
ORO,MHYR,Yoro Airport,15.1275,-87.1350
MIZ,MIZ,Mainoru Airstrip,-14.0533,134.0942
MJJ,MJJ,Moki Airport,-5.7181,145.2404
MJS,MJS,Maganja da Costa Airport,-17.3087,37.5000
OCJ,MKBS,Ian Fleming International Airport,18.4041,-76.9698
KIN,MKJP,Norman Manley International Airport,17.9357,-76.7875
MBJ,MKJS,Sangster International Airport,18.5034,-77.9132
POT,MKKJ,Ken Jones Airport,18.1988,-76.5345
NEG,MKNG,Negril Airport,18.3417,-78.3342
KTP,MKTP,Tinson Pen Airport,17.9886,-76.8238
MIJ,MLIP,Mili Island Airport,6.0848,171.7314
HEB,MM-0002,Hinthada Airport,17.6333,95.4667
TZM,MM72,Aeródromo de Cupul,21.1557,-88.1729
ACA,MMAA,General Juan N. Álvarez International Airport,16.7571,-99.7531
NTR,MMAN,Del Norte International Airport,25.8656,-100.2370
AGU,MMAS,Aguascalientes International Airport,21.6996,-102.3184
HUX,MMBT,Bahías de Huatulco International Airport,15.7754,-96.2605
CNA,MMCA,Cananea National Airport,31.0662,-110.0979
CVJ,MMCB,General Mariano Matamoros International Airport,18.8339,-99.2618
ACN,MMCC,Ciudad Acuña International Airport,29.3337,-101.1006
CME,MMCE,Ciudad del Carmen International Airport,18.6515,-91.7994
NCG,MMCG,Aeropuerto Municipal de Nuevo Casas Grandes,30.3974,-107.8750
CUL,MMCL,Bachigualato Federal International Airport,24.7650,-107.4752
CTM,MMCM,Chetumal International Airport,18.5050,-88.3280
CEN,MMCN,Ciudad Obregón International Airport,27.3926,-109.8330
CJT,MMCO,San Antonio Copalar Airport,16.1767,-92.0506
CPE,MMCP,Ingeniero Alberto Acuña Ongay International Airport,19.8160,-90.5001
CJS,MMCS,Abraham González International Airport,31.6367,-106.4285
CZA,MMCT,Chichén Itzá International Airport,20.6413,-88.4462
CUU,MMCU,General Roberto Fierro Villalobos International Airport,28.7026,-105.9638
CVM,MMCV,General Pedro Jose Mendez International Airport,23.7033,-98.9565
CYW,MMCY,Captain Rogelio Castillo National Airport,20.5460,-100.8865
CZM,MMCZ,Cozumel International Airport,20.5149,-86.9285
CUA,MMDA,Ciudad Constitución National Airport,25.0538,-111.6150
MMC,MMDM,Ciudad Mante Los Huastecas National Airport,22.7390,-99.0185
DGO,MMDO,General Guadalupe Victoria International Airport,24.1255,-104.5279
TPQ,MMEP,Amado Nervo National Airport,21.4198,-104.8425
ESE,MMES,Ensenada International Airport / El Ciprés Air Base,31.7945,-116.6024
GDL,MMGL,Guadalajara International Airport,20.5233,-103.3101
GYM,MMGM,General José María Yáñez International Airport,27.9690,-110.9250
GUB,MMGR,Guerrero Negro Airport,28.0261,-114.0240
TCN,MMHC,Tehuacán National Airport,18.4972,-97.4201
HMO,MMHO,General Ignacio L. Pesqueira International Airport,29.0928,-111.0530
