iata,icao,name,lat,lon
SDF,KSDF,Louisville Muhammad Ali International Airport,38.1706,-85.7351
SCF,KSDL,Scottsdale Airport,33.6229,-111.9110
SDM,KSDM,Brown Field Municipal Airport,32.5726,-116.9800
SDY,KSDY,Sidney - Richland Regional Airport,47.7051,-104.1944
SEA,KSEA,Seattle–Tacoma International Airport,47.4479,-122.3103
SEE,KSEE,Gillespie Field,32.8262,-116.9720
SEF,KSEF,Sebring Regional Airport,27.4564,-81.3424
SEG,KSEG,Penn Valley Airport,40.8206,-76.8639
SEM,KSEM,Craig Field,32.3439,-86.9878
SEP,KSEP,Stephenville Clark Regional Airport,32.2153,-98.1777
SER,KSER,Freeman Municipal Airport,38.9236,-85.9074
SDX,KSEZ,Sedona Airport,34.8486,-111.7880
SFB,KSFB,Orlando Sanford International Airport,28.7743,-81.2346
SFF,KSFF,Felts Field,47.6829,-117.3219
SFM,KSFM,Sanford Seacoast Regional Airport,43.3939,-70.7080
SFO,KSFO,San Francisco International Airport,37.6198,-122.3748
SFZ,KSFZ,North Central State Airport,41.9208,-71.4914
SGF,KSGF,Springfield Branson National Airport,37.2450,-93.3886
SGH,KSGH,Springfield-Beckley Municipal Airport,39.8403,-83.8402
UST,KSGJ,Northeast Florida Regional Airport,29.9592,-81.3398
SGR,KSGR,Sugar Land Regional Airport,29.6223,-95.6565
SGT,KSGT,Stuttgart Municipal Airport / Carl Humphrey Field,34.5995,-91.5750
SGU,KSGU,St George Regional Airport,37.0364,-113.5103
SHD,KSHD,Shenandoah Valley Regional Airport,38.2638,-78.8964
SHN,KSHN,Sanderson Field,47.2336,-123.1480
SHR,KSHR,Sheridan County Airport,44.7692,-106.9800
SHV,KSHV,Shreveport Regional Airport,32.4447,-93.8267
SIK,KSIK,Sikeston Memorial Municipal Airport,36.8989,-89.5618
SIV,KSIV,Sullivan County Airport,39.1147,-87.4483
SIY,KSIY,Siskiyou County Airport,41.7814,-122.4680
SJC,KSJC,Norman Y. Mineta San Jose International Airport,37.3625,-121.9292
SJN,KSJN,St Johns Industrial Air Park,34.5186,-109.3790
SJT,KSJT,San Angelo Regional Mathis Field,31.3577,-100.4960
SKA,KSKA,Fairchild Air Force Base,47.6151,-117.6560
SKF,KSKF,Lackland Air Force Base,29.3842,-98.5811
TSM,KSKX,Taos Regional Airport,36.4525,-105.6775
SLB,KSLB,Storm Lake Municipal Airport,42.5973,-95.2407
SLC,KSLC,Salt Lake City International Airport,40.7889,-111.9799
SLE,KSLE,Salem-Willamette Valley Airport/McNary Field,44.9095,-123.0030
SLG,KSLG,Smith Field,36.1919,-94.4900
SLK,KSLK,Adirondack Regional Airport,44.3869,-74.2046
SLN,KSLN,Salina Municipal Airport,38.7910,-97.6522
SLO,KSLO,Salem–Leckrone Airport,38.6429,-88.9642
SLR,KSLR,Sulphur Springs Municipal Airport,33.1598,-95.6211
SMD,KSMD,Smith Field,41.1434,-85.1528
SME,KSME,Lake Cumberland Regional Airport,37.0534,-84.6159
SMF,KSMF,Sacramento International Airport,38.6954,-121.5910
SMN,KSMN,Lemhi County Airport,45.1222,-113.8820
SMO,KSMO,Santa Monica Municipal Airport,34.0158,-118.4510
SUM,KSMS,Sumter Airport,33.9950,-80.3613
SMX,KSMX,Santa Maria Public Airport Captain G Allan Hancock Field,34.8989,-120.4570
SNA,KSNA,John Wayne Orange County International Airport,33.6751,-117.8693
SNK,KSNK,Winston Field,32.6902,-100.9489
SNL,KSNL,Shawnee Regional Airport,35.3579,-96.9428
SNS,KSNS,Salinas Municipal Airport,36.6628,-121.6060
SNY,KSNY,Sidney Municipal Airport Lloyd W Carr Field,41.1013,-102.9850
SOP,KSOP,Moore County Airport,35.2372,-79.3894
SOW,KSOW,Show Low Regional Airport,34.2641,-110.0071
SPA,KSPA,Spartanburg Downtown Memorial Airport,34.9157,-81.9565
SPF,KSPF,Black Hills Airport-Clyde Ice Field,44.4803,-103.7830
SPG,KSPG,Albert Whitted Airport,27.7651,-82.6270
SPI,KSPI,Abraham Lincoln Capital Airport,39.8441,-89.6779
SPS,KSPS,Wichita Falls Municipal Airport / Sheppard Air Force Base,33.9888,-98.4919
SPW,KSPW,Spencer Municipal Airport,43.1655,-95.2028
SQI,KSQI,Whiteside County Airport - Joseph H Bittorf Field,41.7422,-89.6736
SQL,KSQL,San Carlos Airport,37.5131,-122.2508
SRC,KSRC,Searcy Municipal Airport,35.2106,-91.7375
SRQ,KSRQ,Sarasota Bradenton International Airport,27.3946,-82.5544
RUI,KSRR,Sierra Blanca Regional Airport,33.4628,-105.5350
SSC,KSSC,Shaw Air Force Base,33.9727,-80.4706
SSF,KSSF,Stinson Municipal Airport,29.3370,-98.4711
SSI,KSSI,St Simons Island Airport,31.1518,-81.3913
STC,KSTC,Saint Cloud Regional Airport,45.5466,-94.0599
STE,KSTE,Stevens Point Municipal Airport,44.5452,-89.5303
STJ,KSTJ,Rosecrans Memorial Airport,39.7719,-94.9097
STK,KSTK,Sterling Municipal Airport,40.6135,-103.2638
STL,KSTL,St. Louis Lambert International Airport,38.7487,-90.3700
STP,KSTP,Saint Paul Downtown Holman Field,44.9348,-93.0600
STS,KSTS,Charles M. Schulz Sonoma County Airport,38.5090,-122.8130
SUA,KSUA,Witham Field,27.1817,-80.2211
SUD,KSUD,Stroud Municipal Airport,35.7896,-96.6557
SUE,KSUE,Door County Cherryland Airport,44.8437,-87.4215
SUN,KSUN,Friedman Memorial Airport,43.5044,-114.2960
SUS,KSUS,Spirit of St Louis Airport,38.6621,-90.6520
SUU,KSUU,Travis Air Force Base,38.2627,-121.9270
SUW,KSUW,Richard I Bong Memorial Airport,46.6886,-92.0950
SUX,KSUX,Sioux Gateway Airport / Brigadier General Bud Day Field,42.3976,-96.3822
SVC,KSVC,Grant County Airport,32.6367,-108.1547
SVE,KSVE,Susanville Municipal Airport,40.3757,-120.5730
SVH,KSVH,Statesville Regional Airport,35.7653,-80.9539
SVN,KSVN,Hunter Army Air Field,32.0100,-81.1457
SWF,KSWF,New York Stewart International Airport,41.5042,-74.1089
SWO,KSWO,Stillwater Regional Airport,36.1621,-97.0856
SWW,KSWW,Avenger Field,32.4674,-100.4670
SYI,KSYI,Bomar Field / Shelbyville Municipal Airport,35.5601,-86.4425
SYN,KSYN,Stanton Airfield,44.4756,-93.0168
SYR,KSYR,Syracuse Hancock International Airport,43.1112,-76.1063
SYV,KSYV,Sylvester Airport,31.5585,-83.8957
SZL,KSZL,Whiteman Air Force Base,38.7303,-93.5479
SZN,KSZN,Santa Cruz Island Airport,34.0601,-119.9152
SZP,KSZP,Santa Paula Airport,34.3472,-119.0610
TBC,KT03,Tuba City Airport,36.0911,-111.3829
TAD,KTAD,Perry Stokes Airport,37.2594,-104.3410
KTB,KTB,Thorne Bay Seaplane Base,55.6828,-132.5329
TBN,KTBN,Waynesville-St. Robert Regional Airport-Forney Field,37.7416,-92.1407
TBR,KTBR,Statesboro Bulloch County Airport,32.4827,-81.7369
KTC,KTC,Katiola Airport,8.1329,-5.0649
TCC,KTCC,Tucumcari Municipal Airport,35.1828,-103.6030
TCL,KTCL,Tuscaloosa National Airport,33.2206,-87.6114
TCM,KTCM,McChord Air Force Base,47.1377,-122.4760
TCS,KTCS,Truth or Consequences Municipal Airport,33.2369,-107.2720
TDO,KTDO,Ed Carlson Memorial Field South Lewis County Airport,46.4772,-122.8060
TDW,KTDW,Tradewind Airport,35.1699,-101.8260
TDZ,KTDZ,Toledo Executive Airport,41.5649,-83.4823
TEB,KTEB,Teterboro Airport,40.8501,-74.0608
TEX,KTEX,Telluride Regional Airport,37.9538,-107.9080
THA,KTHA,Tullahoma Regional Airport William Northern Field,35.3801,-86.2464
THM,KTHM,Thompson Falls Airport,47.5735,-115.2810
THV,KTHV,York Airport,39.9170,-76.8730
TIK,KTIK,Tinker Air Force Base,35.4147,-97.3866
TIW,KTIW,Tacoma Narrows Airport,47.2674,-122.5773
TIX,KTIX,Space Coast Regional Airport,28.5148,-80.7992
DTX,KTKI,McKinney National Airport,33.1779,-96.5905
KNT,KTKX,Kennett Memorial Airport,36.2259,-90.0366
TLH,KTLH,Tallahassee International Airport,30.4012,-84.3543
TLR,KTLR,Mefford Field,36.1563,-119.3260
TMA,KTMA,Henry Tift Myers Airport,31.4290,-83.4885
TMB,KTMB,Miami Executive Airport,25.6479,-80.4328
OTK,KTMK,Tillamook Airport,45.4182,-123.8140
TNP,KTNP,Twentynine Palms Airport,34.1339,-115.9473
TNT,KTNT,Dade Collier Training and Transition Airport,25.8618,-80.8970
TNU,KTNU,Newton Municipal Airport,41.6744,-93.0217
XSD,KTNX,Tonopah Test Range Airport,37.7988,-116.7810
TOA,KTOA,Zamperini Field,33.8034,-118.3400
TOC,KTOC,Toccoa Airport - R.G. Letourneau Field,34.5938,-83.2958
TOI,KTOI,Troy Municipal Airport at N Kenneth Campbell Field,31.8604,-86.0121
TOL,KTOL,Eugene F. Kranz Toledo Express Airport,41.5868,-83.8078
TOP,KTOP,Philip Billard Municipal Airport,39.0699,-95.6226
TOR,KTOR,Torrington Municipal Airport,42.0645,-104.1530
TPA,KTPA,Tampa International Airport,27.9755,-82.5332
TPF,KTPF,Peter O Knight Airport,27.9156,-82.4493
TPH,KTPH,Tonopah Airport,38.0602,-117.0870
TPL,KTPL,Draughon Miller Central Texas Regional Airport,31.1525,-97.4078
TRI,KTRI,Tri-Cities Regional TN/VA Airport,36.4752,-82.4074
TKF,KTRK,Truckee Tahoe Airport,39.3186,-120.1406
TRL,KTRL,Terrell Municipal Airport,32.7092,-96.2674
TRM,KTRM,Jacqueline Cochran Regional Airport,33.6267,-116.1600
TRX,KTRX,Trenton Municipal Airport,40.0835,-93.5906
TSP,KTSP,Tehachapi Municipal Airport,35.1350,-118.4390
TTD,KTTD,Portland Troutdale Airport,45.5494,-122.4010
TTN,KTTN,Trenton Mercer Airport,40.2767,-74.8135
TUL,KTUL,Tulsa International Airport,36.1971,-95.8862
TUP,KTUP,Tupelo Regional Airport,34.2681,-88.7699
TUS,KTUS,Tucson International Airport,32.1150,-110.9381
TVC,KTVC,Cherry Capital Airport,44.7414,-85.5822
TVF,KTVF,Thief River Falls Regional Airport,48.0657,-96.1850
TVI,KTVI,Thomasville Regional Airport,30.9016,-83.8813
TVL,KTVL,Lake Tahoe Airport,38.8939,-119.9950
TWF,KTWF,Joslin Field Magic Valley Regional Airport,42.4818,-114.4880
TXK,KTXK,Texarkana Regional Airport (Webb Field),33.4537,-93.9910
TYZ,KTYL,Taylor Airport,34.4528,-110.1150
TYR,KTYR,Tyler Pounds Regional Airport,32.3541,-95.4024
TYS,KTYS,McGhee Tyson Airport,35.8110,-83.9940
BFG,KU07,Bullfrog Basin Airport,37.5478,-110.7129
NPH,KU14,J. Randy McKnight Nephi Municipal Airport,39.7368,-111.8701
RVR,KU34,Green River Municipal Airport,38.9614,-110.2270
PNU,KU55,Panguitch Municipal Airport,37.8452,-112.3920
ICS,KU70,Cascade Airport,44.4938,-116.0160
UBS,KUBS,Columbus Lowndes County Airport,33.4654,-88.3803
UCY,KUCY,Everett-Stewart Regional Airport,36.3818,-88.9854
UDD,KUDD,Bermuda Dunes Airport,33.7485,-116.2750
UES,KUES,Waukesha County Airport,43.0410,-88.2371
UGN,KUGN,Waukegan National Airport,42.4222,-87.8679
UIL,KUIL,Quillayute Airport,47.9366,-124.5630
UIN,KUIN,Quincy Regional Airport Baldwin Field,39.9427,-91.1946
IKB,KUKF,Wilkes County Airport,36.2228,-81.0983
UKI,KUKI,Ukiah Municipal Airport,39.1260,-123.2010
UKT,KUKT,Quakertown Airport,40.4352,-75.3819
ULM,KULM,New Ulm Municipal Airport,44.3196,-94.5023
ATO,KUNI,Ohio University Airport,39.2118,-82.2295
UNU,KUNU,Dodge County Airport,43.4266,-88.7032
SCE,KUNV,State College Regional Airport,40.8494,-77.8485
UOS,KUOS,Franklin County Airport,35.2048,-85.8991
UOX,KUOX,University Oxford Airport,34.3843,-89.5368
KUP,KUP,Kupiano Airport,-10.0736,148.2180
UTM,KUTA,Tunica Municipal Airport,34.6850,-90.3478
HTV,KUTS,Huntsville Regional Airport,30.7469,-95.5872
NPT,KUUU,Newport State Airport,41.5322,-71.2810
UVA,KUVA,Garner Field,29.2113,-99.7436
RKH,KUZA,Rock Hill - York County Airport,34.9878,-81.0572
VAD,KVAD,Moody Air Force Base,30.9678,-83.1930
LLY,KVAY,South Jersey Regional Airport,39.9429,-74.8457
VBG,KVBG,Vandenberg Space Force Base,34.7373,-120.5840
VCT,KVCT,Victoria Regional Airport,28.8526,-96.9185
VCV,KVCV,Southern California Logistics Airport,34.5975,-117.3830
VDI,KVDI,Vidalia Regional Airport,32.1927,-82.3712
KVE,KVE,Kitava Airport,-8.6285,151.3270
VEL,KVEL,Vernal Regional Airport,40.4362,-109.5117
VGT,KVGT,North Las Vegas Airport,36.2091,-115.1940
VHN,KVHN,Culberson County Airport,31.0578,-104.7840
VIH,KVIH,Rolla National Airport,38.1274,-91.7695
VIS,KVIS,Visalia Municipal Airport,36.3187,-119.3930
VJI,KVJI,Virginia Highlands Airport,36.6871,-82.0333
VKS,KVKS,Vicksburg Municipal Airport,32.2393,-90.9284
VLA,KVLA,Vandalia Municipal Airport,38.9915,-89.1662
VLD,KVLD,Valdosta Regional Airport,30.7825,-83.2767
VNC,KVNC,Venice Municipal Airport,27.0705,-82.4408
VNY,KVNY,Van Nuys Airport,34.2098,-118.4900
VOK,KVOK,Volk Field,43.9390,-90.2534
VPS,KVPS,Destin-Fort Walton Beach Airport,30.4813,-86.5158
VPZ,KVPZ,Porter County Municipal Airport,41.4540,-87.0071
VQQ,KVQQ,Cecil Airport,30.2187,-81.8767
VRB,KVRB,Vero Beach Regional Airport,27.6556,-80.4179
VSF,KVSF,Hartness State Airport,43.3436,-72.5173
VTN,KVTN,Miller Field,42.8562,-100.5492
VYS,KVYS,Illinois Valley Regional Airport Walter A Duncan Field,41.3519,-89.1531
GTY,KW05,Gettysburg Regional Airport,39.8412,-77.2747
SQV,KW28,Sequim Valley Airport,48.0981,-123.1870
PGC,KW99,Grant County Airport,38.9949,-79.1459
WAL,KWAL,Wallops Flight Facility Airport,37.9408,-75.4623
WAY,KWAY,Greene County Airport,39.9011,-80.1307
WBW,KWBW,Wilkes Barre Wyoming Valley Airport,41.2972,-75.8512
WDG,KWDG,Enid Woodring Regional Airport,36.3792,-97.7911
WDR,KWDR,Barrow County Airport,33.9829,-83.6674
WEA,KWEA,Parker County Airport,32.7463,-97.6824
KWF,KWF,Waterfall Seaplane Base,55.2963,-133.2430
WHP,KWHP,Whiteman Airport,34.2593,-118.4130
WJF,KWJF,General William J Fox Airfield,34.7411,-118.2190
WLD,KWLD,Strother Field,37.1686,-97.0376
WLW,KWLW,Willows Glenn County Airport,39.5164,-122.2180
WMC,KWMC,Winnemucca Municipal Airport,40.8966,-117.8060
KWP,KWP,West Point Village Seaplane Base,57.7701,-153.5490
WRB,KWRB,Robins Air Force Base,32.6401,-83.5919
WRI,KWRI,Mc Guire Air Force Base,40.0156,-74.5917
WRL,KWRL,Worland Municipal Airport,43.9657,-107.9510
WST,KWST,Westerly State Airport,41.3496,-71.8034
WVI,KWVI,Watsonville Municipal Airport,36.9357,-121.7900
WVL,KWVL,Waterville Robert Lafleur Airport,44.5332,-69.6755
WWD,KWWD,Cape May County Airport,39.0085,-74.9083
WWR,KWWR,West Woodward Airport,36.4380,-99.5227
KWY,HKWY,Kiwayu Airport,-1.9606,41.2972
WYS,KWYS,Yellowstone Airport,44.6884,-111.1180
KYO,KX39,Tampa North Aero Park Airport,28.2213,-82.3745
KXA,KXA,Kasaan Seaplane Base,55.5374,-132.3980
XNA,KXNA,Northwest Arkansas National Airport,36.2819,-94.3068
XWA,KXWA,Williston Basin International Airport,48.2609,-103.7512
WBK,KY31,West Branch Community Airport,44.2448,-84.1798
YIP,KYIP,Willow Run Airport,42.2379,-83.5304
YKM,KYKM,Yakima Air Terminal McAllister Field,46.5682,-120.5440
YKN,KYKN,Chan Gurney Municipal Airport,42.9167,-97.3859
YNG,KYNG,Youngstown Warren Regional Airport,41.2607,-80.6791
ATX,KZ-ATX,Atbasar Airport,51.8523,68.3669
KZB,KZB,Zachar Bay Seaplane Base,57.5530,-153.7461
ZPH,KZPH,Zephyrhills Municipal Airport,28.2282,-82.1559
ZZV,KZZV,Zanesville Municipal Airport,39.9444,-81.8921
PGS,L37,Grand Canyon Caverns Airport,35.5272,-113.2476
BOR,VLBK,Bokeo International Airport,20.3240,100.1654
LAC,LAC,Layang-Layang Airport,7.3716,113.8440
KFZ,LAKU,Kukës International Airport,42.0358,20.4160
TIA,LATI,Tirana International Airport Mother Teresa,41.4147,19.7206
BOJ,LBBG,Burgas Airport,42.5699,27.5152
GOZ,LBGO,Gorna Oryahovitsa Airport,43.1514,25.7129
LBH,LBH,Palm Beach Seaplane Base,-33.5871,151.3234
LBM,LBM,Luabo Airport,-18.4139,36.1068
PDV,LBPD,Plovdiv International Airport,42.0678,24.8508
ROU,LBRS,Ruse Airport,43.6948,26.0567
SOF,LBSF,Sofia Airport,42.6964,23.4177
VAR,LBWN,Varna Airport,43.2321,27.8251
ECN,LCEN,Ercan International Airport,35.1531,33.5074
GEC,LCGK,Lefkoniko Airport / Geçitkale Air Base,35.2359,33.7201
LCA,LCLK,Larnaca International Airport,34.8751,33.6249
LCP,LCP,Loncopue Airport,-38.0819,-70.6439
PFO,LCPH,Paphos International Airport,34.7180,32.4857
AKT,LCRA,RAF Akrotiri,34.5904,32.9879
DBV,LDDU,Dubrovnik Ruđer Bošković Airport,42.5622,18.2655
LSZ,LDLO,Lošinj Airport,44.5670,14.3939
OSI,LDOS,Osijek Airport,45.4624,18.8113
PUY,LDPL,Pula Airport,44.8935,13.9222
RJK,LDRI,Rijeka Airport,45.2164,14.5709
BWK,LDSB,Brač Airport,43.2845,16.6784
SPU,LDSP,Split Saint Jerome Airport,43.5389,16.2980
LDW,LDW,Lansdowne Airport,-17.6128,126.7430
ZAG,LDZA,Zagreb Franjo Tuđman International Airport,45.7429,16.0688
ZAD,LDZD,Zadar Airport,44.0970,15.3536
ABC,LEAB,Albacete Airport / Los Llanos Air Base,38.9485,-1.8635
ALC,LEAL,Alicante-Elche Miguel Hernández Airport,38.2822,-0.5582
LEI,LEAM,Almería Airport,36.8439,-2.3701
OVD,LEAS,Asturias Airport,43.5636,-6.0346
ODB,LEBA,Córdoba Airport,37.8420,-4.8489
BIO,LEBB,Bilbao Airport,43.3011,-2.9106
RGS,LEBG,Burgos Airport,42.3576,-3.6208
BCN,LEBL,Josep Tarradellas Barcelona-El Prat Airport,41.2971,2.0785
BJZ,LEBZ,Badajoz Airport,38.8913,-6.8213
CDT,LECH,Castellón-Costa Azahar Airport,40.2139,0.0733
LCG,LECO,A Coruña Airport,43.3021,-8.3773
ILD,LEDA,Lleida-Alguaire Airport,41.7282,0.5350
GRO,LEGE,Girona-Costa Brava Airport,41.9046,2.7618
GRX,LEGR,F.G.L. Airport Granada-Jaén Airport,37.1887,-3.7774
HSK,LEHC,Huesca-Pirineos Airport,42.0761,-0.3167
IBZ,LEIB,Ibiza Airport,38.8729,1.3731
XRY,LEJR,Jerez Airport,36.7446,-6.0601
LEN,LELN,León Airport,42.5907,-5.6534
RJL,LELO,Logroño-Agoncillo Airport,42.4610,-2.3222
MAD,LEMD,Adolfo Suárez Madrid–Barajas Airport,40.4934,-3.5722
AGP,LEMG,Málaga-Costa del Sol Airport,36.6749,-4.4991
MAH,LEMH,Menorca Airport,39.8626,4.2187
RMU,LEMI,Region of Murcia International Airport,37.8029,-1.1249
OZP,LEMO,Moron Air Base,37.1749,-5.6159
LEO,LEO,Lekoni Airport,-1.5724,14.2878
PMI,LEPA,Palma de Mallorca Airport,39.5517,2.7388
PNA,LEPP,Pamplona Airport,42.7700,-1.6463
CQM,LERL,Ciudad Real International Airport,38.8565,-3.9699
REU,LERS,Reus Airport,41.1475,1.1684
ROZ,LERT,Rota Naval Station Airport,36.6452,-6.3495
SLM,LESA,Salamanca Airport,40.9521,-5.5020
EAS,LESO,San Sebastián Airport,43.3565,-1.7906
SCQ,LEST,Santiago-Rosalía de Castro Airport,42.8963,-8.4151
LEU,LESU,Pirineus - la Seu d'Urgel Airport,42.3386,1.4092
TEV,LETL,Teruel Airport,40.4103,-1.2174
TOJ,LETO,Madrid–Torrejón Airport / Torrejón Air Base,40.4879,-3.4568
VLC,LEVC,Valencia Airport,39.4892,-0.4810
VLL,LEVD,Valladolid Airport,41.7061,-4.8519
VIT,LEVT,Vitoria Airport,42.8828,-2.7245
VGO,LEVX,Vigo Airport,42.2318,-8.6268
SDR,LEXJ,Seve Ballesteros-Santander Airport,43.4271,-3.8200
ZAZ,LEZG,Zaragoza Airport,41.6662,-1.0415
SVQ,LEZL,Seville Airport,37.4180,-5.8931
DPE,LFAB,Dieppe-Saint-Aubin Airport,49.8847,1.0810
CQF,LFAC,Calais Marck Airport,50.9621,1.9548
BYF,LFAQ,Albert Bray airport,49.9700,2.6939
LTQ,LFAT,Le Touquet-Côte d'Opale Airport,50.5183,1.6217
AGF,LFBA,Agen La Garenne airport,44.1742,0.5931
BOD,LFBD,Bordeaux–Mérignac Airport,44.8287,-0.7154
EGC,LFBE,Bergerac Dordogne-Périgord airport,44.8253,0.5186
CNG,LFBG,Cognac-Châteaubernard (BA 709) Air Base,45.6583,-0.3175
LRH,LFBH,La Rochelle Île de Ré Airport,46.1792,-1.1953
PIS,LFBI,Poitiers-Biard Airport,46.5877,0.3067
MCU,LFBK,Montluçon-Guéret Airport,46.2226,2.3640
LIG,LFBL,Limoges Airport,45.8628,1.1794
NIT,LFBN,Niort - Marais Poitevin Airport,46.3135,-0.3945
TLS,LFBO,Toulouse-Blagnac Airport,43.6291,1.3638
PUF,LFBP,Pau Pyrénées Airport,43.3800,-0.4186
LDE,LFBT,Tarbes-Lourdes-Pyrénées Airport,43.1787,-0.0064
ANG,LFBU,Angoulême Brie-Champniers airport,45.7292,0.2215
PGX,LFBX,Périgueux-Bassillac Airport,45.1981,0.8156
BIQ,LFBZ,Biarritz Pays Basque airport,43.4684,-1.5232
ZAO,LFCC,Cahors Lalbenque airport,44.3514,1.4753
LBI,LFCI,Albi Le Sequestre airport,43.9139,2.1131
DCM,LFCK,Castres Mazamet Airport,43.5563,2.2892
RDZ,LFCR,Rodez–Aveyron Airport,44.4079,2.4827
RYN,LFCY,Royan-Médis Airport,45.6281,-0.9725
RCO,LFDN,Rochefort-Saint-Agnant (BA 721) Airport,45.8878,-0.9831
BIC,LFEA,Aérodrome de Belle Île,47.3253,-3.2013
OUI,LFEC,Ouessant Airport,48.4632,-5.0636
IDY,LFEY,Île d'Yeu Airport,46.7176,-2.3925
CMR,LFGA,Colmar Houssen airport,48.1099,7.3590
DLE,LFGJ,Dole Tavaux Airport,47.0390,5.4276
MVV,LFHM,Megève Altiport,45.8230,6.6494
OBS,LFHO,Aubenas-South Ardèche Airport,44.5444,4.3722
LPY,LFHP,Le Puy-Loudes Airfield,45.0807,3.7629
AHZ,LFHU,L'Alpe d'Huez - Henri Giraud Altiport,45.0874,6.0836
ETZ,LFJL,Metz-Nancy-Lorraine Airport,48.9821,6.2513
ANE,LFJR,Angers Marcé airport,47.5603,-0.3122
BIA,LFKB,Bastia-Poretta International airport,42.5527,9.4837
CLY,LFKC,Calvi Sainte Catherine Airport,42.5304,8.7930
FSC,LFKF,Figari Sud-Corse Airport,41.5018,9.0971
AJA,LFKJ,Ajaccio Napoléon Bonaparte airport,41.9236,8.8029
PRP,LFKO,Propriano Airport,41.6606,8.8897
SOZ,LFKS,Solenzara (BA 126) Air Base,41.9244,9.4060
MFX,LFKX,Méribel Altiport,45.4075,6.5776
AUF,LFLA,Auxerre Branches airport,47.8502,3.4971
CMF,LFLB,Chambéry Aix les Bains airport,45.6381,5.8802
CFE,LFLC,Clermont-Ferrand Auvergne airport,45.7867,3.1692
BOU,LFLD,Bourges airport,47.0602,2.3696
CVF,LFLJ,Courchevel Altiport,45.3975,6.6350
LYS,LFLL,Lyon Saint-Exupéry Airport,45.7260,5.0901
SYT,LFLN,Saint-Yan Airport,46.4140,4.0142
RNE,LFLO,Roanne-Renaison Airport,46.0538,3.9990
NCY,LFLP,Annecy Meythet airport,45.9289,6.0987
GNB,LFLS,Grenoble Alpes Isère Airport,45.3629,5.3294
VAF,LFLU,Valence-Chabeuil Airport,44.9216,4.9699
VHY,LFLV,Vichy-Charmeil Airport,46.1697,3.4036
AUR,LFLW,Aurillac airport,44.8914,2.4219
CHR,LFLX,Châteauroux Déols airport,46.8602,1.7283
LYN,LFLY,Lyon Bron Airport,45.7279,4.9440
CEQ,LFMD,Cannes Mandelieu Airport,43.5480,6.9552
EBU,LFMH,Saint-Étienne-Bouthéon Airport,45.5406,4.2964
CCF,LFMK,Carcassonne Salvaza Airport,43.2160,2.3063
MRS,LFML,Marseille Provence Airport,43.4381,5.2125
NCE,LFMN,Nice-Côte d'Azur Airport,43.6584,7.2159
PGF,LFMP,Perpignan-Rivesaltes (Llabanère) Airport,42.7404,2.8707
CTT,LFMQ,Le Castellet Airport,43.2525,5.7852
BAE,LFMR,Barcelonnette - Saint-Pons Airfield,44.3872,6.6088
MPL,LFMT,Montpellier-Méditerranée Airport,43.5762,3.9630
BZR,LFMU,Béziers Vias airport,43.3235,3.3539
AVN,LFMV,Avignon Caumont airport,43.9073,4.9018
GAT,LFNA,Gap-Tallard Airfield,44.4550,6.0378
MEN,LFNB,Mende-Brenoux Airfield,44.5021,3.5328
SCP,LFNC,Mont-Dauphin Saint-Crépin Airfield,44.7017,6.6003
BVA,LFOB,Beauvais-Tillé airport,49.4544,2.1128
EVX,LFOE,Évreux-Fauville (BA 105) Air Base,49.0287,1.2199
LEH,LFOH,Le Havre-Octeville Airport,49.5340,0.0884
XCR,LFOK,Chalons Vatry airport,48.7733,4.2061
LSO,LFOO,Les Sables-d'Olonne Talmont Airport,46.4769,-1.7228
URO,LFOP,Rouen Vallée de Seine Airport,49.3849,1.1791
TUF,LFOT,Tours Val de Loire Airport,47.4322,0.7276
CET,LFOU,Cholet Le Pontreau airfield,47.0821,-0.8771
LVA,LFOV,Laval-Entrammes Airport,48.0322,-0.7440
ORE,LFOZ,Orléans–Saint-Denis-de-l'Hôtel Airport,47.8978,2.1645
LBG,LFPB,Paris-Le Bourget International Airport,48.9623,2.4365
CSF,LFPC,Creil Air Base,49.2535,2.5191
CDG,LFPG,Charles de Gaulle International Airport,49.0090,2.5541
TNF,LFPN,Toussus-le-Noble Airport,48.7519,2.1062
ORY,LFPO,Paris-Orly Airport,48.7295,2.3590
POX,LFPT,Pontoise-Cormeilles Aerodrome,49.0961,2.0355
VIY,LFPV,Vélizy-Villacoublay Air Base,48.7744,2.2031
NVS,LFQG,Nevers-Fourchambault Airport,47.0029,3.1131
LIL,LFQQ,Lille Airport,50.5666,3.1024
HZB,LFQT,Merville-Calonne Airport,50.6184,2.6422
BES,LFRB,Brest Bretagne airport,48.4479,-4.4185
CER,LFRC,Cherbourg Manche airport,49.6501,-1.4703
DNR,LFRD,Dinard Pleurtuit Saint-Malo airport,48.5877,-2.0800
LBY,LFRE,La Baule-Escoublac Airport,47.2894,-2.3464
GFR,LFRF,Granville Airport,48.8831,-1.5642
DOL,LFRG,Deauville Normandie airport,49.3652,0.1545
LRT,LFRH,Lorient South Brittany (Bretagne Sud) Airport,47.7606,-3.4400
EDM,LFRI,La Roche-sur-Yon Les Ajoncs Airport,46.7019,-1.3786
LDV,LFRJ,Landivisiau Air Base,48.5303,-4.1516
CFR,LFRK,Caen Carpiquet airport,49.1768,-0.4549
LME,LFRM,Le Mans-Arnage Airport,47.9486,0.2017
