ident,icao_code,iata_code
EYMM,EYMM,
EYPA,EYPA,PLQ
EYPP,EYPP,PNV
EYSA,EYSA,SQQ
EYVI,EYVI,VNO
F23,,RGR
FAAB,FAAB,ALJ
FAAE,FAAE,
FAAF,FAAF,
FAAG,FAAG,AGZ
FAAL,FAAL,ADY
FAAM,FAAM,
FAAN,FAAN,
FAAS,FAAS,
FABB,FABB,
FABE,FABE,BIY
FABL,FABL,BFN
FABU,FABU,UTE
FABW,FABW,
FACC,FAAR,ASS
FACD,FACD,CDO
FACN,FACN,
FACT,FACT,CPT
FACW,FACW,
FADK,FADK,DUK
FADQ,FADQ,PZL
FAEL,FAEL,ELS
FAEM,FAEM,EMG
FAEO,FAEO,
FAER,FAER,ELL
FAFB,FAFB,FCB
FAGC,FAGC,GCJ
FAGG,FAGG,GRJ
FAGI,FAGI,GIY
FAGM,FAGM,QRA
FAGR,FAGR,
FAGT,FAGT,
FAGY,FAGY,
FAHA,FAHA,
FAHG,FAHG,
FAHL,FAHL,HLW
FAHR,FAHR,HRS
FAHT,FAHS,HDS
FAHV,FAHV,
FAKD,FAKD,KXE
FAKM,FAKM,KIM
FAKN,FAKN,MQP
FAKP,FAKP,KOF
FAKR,FAKR,
FAKS,FAKS,
FAKU,FAKU,KMH
FAKZ,FAKZ,KLZ
FALA,FALA,HLA
FALC,FALC,LMR
FALD,FALD,LDZ
FALE,FALE,DUR
FALI,FALI,
FALM,FALM,
FALO,FALO,LCD
FALW,FALW,SDB
FALY,FALY,LAY
FAMB,FAMB,
FAMD,FAMD,AAM
FAMG,FAMG,MGH
FAMH,,MEZ
FAMI,FAMI,
FAMJ,FAMJ,
FAMM,FAMM,MBD
FAMN,FAMN,LLE
FAMO,FAMO,MZY
FAMS,FAMS,
FAMU,FAMU,MZQ
FANC,FANC,NCS
FANG,FANG,NGL
FANS,FANS,NLP
FANY,FANY,
FAOB,FAOB,OVG
FAOH,FAOH,OUH
FAOR,FAOR,JNB
FAPA,FAPA,AFD
FAPE,FAPE,PLZ
FAPF,FAPF,
FAPG,FAPG,PBZ
FAPH,FAPH,PHW
FAPI,FAPI,
FAPJ,FAPJ,JOH
FAPK,FAPK,PRK
FAPL,FAPL,
FAPM,FAPM,PZB
FAPN,FAPN,NTY
FAPP,FAPP,PTG
FAPS,FAPS,PCF
FAPY,FAPY,
FAQT,FAQT,UTW
FARB,FARB,RCB
FARG,FARG,
FARI,FARI,RVO
FARS,FARS,ROD
FASB,FASB,SBU
FASC,FASC,ZEC
FASD,FASD,
FASE,,GSS
FASH,FASH,
FASI,FASI,
FASK,FASK,
FASS,FASS,SIS
FASX,FASX,
FASZ,FASZ,SZK
FATF,FATF,
FATH,FATH,THY
FATN,FATN,TCU
FATT,FATT,
FATZ,FATZ,LTA
FAUL,FAUL,ULD
FAUP,FAUP,UTN
FAUS,FAUS,ULX
FAUT,FAUT,UTT
FAVB,FAVB,VRU
FAVG,FAVG,VIR
FAVM,FAVM,
FAVR,FAVR,VRE
FAVV,FAVV,
FAVW,FAVW,
FAVY,FAVY,VYD
FAWB,FAWB,PRY
FAWI,FAWI,
FAWK,FAWK,WKF
FAWM,FAWM,WEL
FAWN,FAWN,
FAYP,FAYP,
FAZR,FAZR,
FBCO,FBCO,
FBFT,FBPM,FRW
FBGM,FBGM,
FBGZ,FBGZ,GNZ
FBJW,FBJW,JWA
FBKE,FBKE,BBK
FBKG,FBKG,
FBKR,FBKR,KHW
FBKY,FBKY,
FBLO,FBLO,LOQ
FBMG,FBMG,
FBMN,FBMN,MUB
FBNN,FBNN,
FBNT,FBNT,
FBOR,FBOR,ORP
FBPA,FBPA,
FBPY,FBPY,
FBSK,FBSK,GBE
FBSN,FBSN,SXN
FBSP,FBSP,PKW
FBSV,FBSV,SVT
FBSW,FBSW,SWX
FBTL,FBTL,TLD
FBTP,FBPT,
FBTS,FBTS,TBY
FBXB,FBXB,
FBXG,FBXG,
FCBB,FCBB,BZV
FCBD,FCBD,DJM
FCBK,FCBK,KNJ
FCBL,FCBL,LCO
FCBM,FCBM,MUY
FCBS,FCBS,SIB
FCBY,FCBY,NKY
FCBZ,FCBZ,ANJ
FCMM,FCMM,MSX
FCOB,FCOB,BOE
FCOD,FCOD,OLL
FCOE,FCOE,EWO
FCOG,FCOG,GMM
FCOI,FCOI,ION
FCOK,FCOK,KEE
FCOM,FCOM,MKJ
FCOO,FCOO,FTX
FCOS,FCOS,SOE
FCOT,FCOT,BTB
FCOU,FCOU,OUE
FCPA,FCPA,KMK
FCPL,FCPD,DIS
FCPP,FCPP,PNR
FDBT,FDBT,
FDKB,FDKB,
FDMH,FDMH,
FDMS,FDMS,MTS
FDNG,FDNG,
FDNH,FDNH,
FDNS,FDNS,
FDSK,FDSK,SHO
FDSM,FDSM,
FDST,FDST,
FDTM,FDTM,
FDTS,FDTS,
FDUB,FDUB,
FEFA,FEFA,
FEFB,FEFB,
FEFC,FEFC,CRF
FEFE,FEFE,
FEFF,FEFF,BGF
FEFG,FEFG,BGU
FEFI,FEFI,IRO
FEFK,FEFK,
FEFM,FEFM,BBY
FEFN,FEFN,NDL
FEFO,FEFO,BOP
FEFP,FEFP,
FEFQ,FEFQ,
FEFR,FEFR,BIV
FEFS,FEFS,BSN
FEFT,FEFT,BBT
FEFU,FEFU,
FEFW,FEFW,ODA
FEFY,FEFY,AIG
FEFZ,FEFZ,IMO
FEGC,FEGC,
FEGE,FEGE,MKI
FEGF,FEGF,BTG
FEGG,FEGG,
FEGL,FEGL,GDI
FEGM,FEGM,BMF
FEGO,FEGO,ODJ
FEGR,FEGR,RFA
FEGU,FEGU,BCF
FEGZ,FEGZ,BOZ
FGAB,,NBN
FGBT,FGBT,BSG
FGMY,FGMY,GEM
FGSL,FGSL,SSG
FHAW,FHAW,ASI
FHSH,FHSH,HLE
FIMP,FIMP,MRU
FIMR,FIMR,RRG
FJ-0004,,KVU
FJDG,,NKW
FKAB,FKAB,
FKKB,FKKB,KBI
FKKC,FKKC,TKC
FKKD,FKKD,DLA
FKKE,FKKE,
FKKF,FKKF,MMF
FKKG,FKKG,BLC
FKKH,FKKH,KLE
FKKI,FKKI,OUR
FKKJ,FKKJ,GXX
FKKL,FKKL,MVR
FKKM,FKKM,FOM
FKKN,FKKN,NGE
FKKO,FKKO,BTA
FKKR,FKKR,GOU
FKKS,FKKS,DSC
FKKU,FKKU,BFX
FKKV,FKKV,BPC
FKKW,FKKW,EBW
FKKY,FKKY,YAO
FKYS,FKYS,NSI
FLAA,FLAA,
FLAB,FLAB,
FLAI,FLAI,
FLBA,FLBA,MMQ
FLBW,FLBW,
FLCC,FLCC,
FLCF,FLCF,
FLCG,FLCG,
FLCP,FLCP,CIP
FLCU,FLCU,CGX
FLEB,FLEB,
FLEC,FLEC,
FLEE,FLEE,
FLEF,FLEF,
FLEG,FLEG,
FLEH,FLEH,
FLJK,,JEK
FLKE,FLKE,CGJ
FLKL,FLKL,KLB
FLKO,FLKO,KMZ
FLKS,FLKS,KAA
FLKW,FLKW,
FLKY,FLKY,ZKB
FLKZ,FLKZ,
FLLA,FLLA,
FLLC,FLLC,
FLLI,FLHN,LVI
FLLK,FLLK,LXU
FLLS,FLKK,LUN
FLMA,FLMA,MNS
FLMB,FLMB,
FLMF,FLMF,MFU
FLMG,FLMG,MNR
FLNA,FLNA,ZGM
FLND,FLND,
FLRZ,,RYL
FLSK,FLSK,NLA
FLSN,FLSN,SXG
FLSO,FLSO,KIW
FLSS,FLSS,SJQ
FLSW,FLSW,SLI
FLT,,FLT
FLZB,FLZB,BBZ
FM-ULI,,ULI
FM43,FMNK,
FMCH,FMCH,HAH
FMCI,FMCI,NWA
FMCV,FMCV,AJN
FMCZ,FMCZ,DZA
FMEE,FMEE,RUN
FMEP,FMEP,ZSE
FMFE,FMFE,OHB
FMMA,FMMA,
FMMC,FMMC,WML
FMME,FMME,ATJ
FMMG,FMMG,WAQ
FMMH,FMMH,VVB
FMMI,FMMI,TNR
FMMJ,FMMJ,
FMMK,FMMK,JVA
FMML,FMML,BMD
FMMN,FMMN,ZVA
FMMO,FMMO,MXT
FMMP,FMMP,
FMMQ,FMMQ,ILK
FMMR,FMMR,TVA
FMMS,FMMS,SMS
FMMT,FMMT,TMM
FMMU,FMMU,WTA
FMMV,FMMV,MOQ
FMMX,FMMX,WTS
FMMY,FMMY,VAT
FMMZ,FMMZ,WAM
FMNA,FMNA,DIE
FMNB,,WBE
FMNC,FMNC,WMR
FMND,FMND,ZWA
FMNE,FMNE,AMB
FMNF,FMNF,WBD
FMNG,FMNG,WPB
FMNH,FMNH,ANM
FMNL,FMNL,HVA
FMNM,FMNM,MJN
FMNN,FMNN,NOS
FMNO,FMNO,DWB
FMNP,FMNP,WMP
FMNQ,FMNQ,BPY
FMNR,FMNR,WMN
FMNS,FMNS,SVB
FMNT,FMNT,TTS
FMNV,FMNV,VOH
FMNW,FMNW,WAI
FMNX,FMNX,WMA
FMNZ,,IVA
FMSA,FMSA,
FMSB,FMSB,WBO
FMSC,FMSC,WMD
FMSD,FMSD,FTU
FMSE,FMSE,
FMSF,FMSF,WFI
FMSG,FMSG,RVA
FMSI,FMSI,IHO
FMSJ,FMSJ,MJA
FMSK,FMSK,WVK
FMSL,FMSL,OVA
FMSM,FMSM,MNJ
FMSN,FMSN,TDV
FMSR,FMSR,MXM
FMST,FMST,TLE
FMSU,FMSU,VND
FMSV,FMSV,BKU
FMSY,FMSY,AMP
FMSZ,FMSZ,WAK
FNAM,FNAM,AZZ
FNBC,FNBC,SSY
FNBG,FNBG,BUG
FNBJ,FNBJ,NBJ
FNBL,FNBL,GGC
FNCA,FNCA,CAB
FNCB,FNCB,
FNCC,FNCC,
FNCF,FNCF,CFF
FNCH,FNCH,PGI
FNCM,FNCM,
FNCP,FNCP,KNP
FNCT,FNCT,CBT
FNCU,FNCU,
FNCV,FNCV,CTI
FNCX,FNCX,CXM
FNCZ,FNCZ,CAV
FND,,FND
FNDB,FNDB,
FNDU,FNDU,DUE
FNGI,FNGI,VPE
FNHU,FNHU,NOV
FNKU,FNKU,SVP
FNLB,FNLB,LLT
FNLK,FNLK,LBZ
FNLU,FNLU,LAD
FNLZ,FNLZ,LZM
FNMA,FNMA,MEG
FNME,FNME,SPP
FNMO,FNMO,MSZ
FNMQ,FNMQ,
FNNG,FNNG,GXG
FNPA,FNPA,PBN
FNPB,FNPB,
FNSA,FNSA,VHC
FNSO,FNSO,SZA
FNSU,FNSU,NDD
FNTE,FNTE,
FNTO,FNTO,
FNUA,FNUA,UAL
FNUB,FNUB,SDD
FNUE,FNUE,LUO
FNUG,FNUG,UGO
FNWK,FNWK,CEO
FNXA,FNXA,XGN
FNZE,FNZE,ARZ
FNZG,FNZG,NZA
FOGA,FOGA,AKE
FOGB,FOGB,BGB
FOGE,FOGE,KDN
FOGF,FOGF,FOU
FOGG,FOGG,MBC
FOGI,FOGI,MGX
FOGJ,FOGJ,KDJ
FOGK,FOGK,KOU
FOGM,FOGM,MJL
FOGO,FOGO,OYE
FOGQ,FOGQ,OKN
FOGR,FOGR,LBQ
FOGV,FOGV,MVX
FOGW,FOGW,AWE
FOOB,FOOB,BMM
FOOD,FOOD,MFF
FOOE,FOOE,MKB
FOOG,FOOG,POG
FOOH,FOOH,OMB
FOOI,FOOI,IGE
FOOK,FOOK,MKU
FOOL,FOOL,LBV
FOOM,FOOM,MZC
FOON,FOON,MVB
FOOR,FOOR,LTL
FOOS,FOOS,
FOOT,FOOT,TCH
FOOY,FOOY,MYB
FOY,,FOY
FPPR,FPPR,PCP
FPST,FPST,TMS
FQAG,FQAG,ANO
FQBI,FQBI,
FQBR,FQBR,BEW
FQCB,FQCB,FXO
FQCH,FQCH,VPY
FQIA,FQIA,IHC
FQIB,FQIB,IBO
FQIN,FQIN,INH
FQLC,FQLC,VXC
FQLU,FQLU,LFB
FQMA,FQMA,MPM
FQMD,FQMD,MUD
FQMP,FQMP,MZB
FQMR,FQMR,
FQNC,FQNC,MNC
FQNP,FQNP,APL
FQPB,FQPB,POL
FQPO,FQPO,PDD
FQQL,FQQL,UEL
FQSG,FQSG,
FQTT,FQTT,TET
FQUG,FQUG,
FQVL,FQVL,VNX
FQXA,FQXA,VJB
FR-0205,,JAH
FR-0425,LFTA,
FSAL,FSAL,
FSAS,FSAS,
FSDA,FSDA,
FSDR,FSDR,DES
FSFA,FSFA,
FSIA,FSIA,SEZ
FSL,,FSL
FSMA,FSMA,
FSPL,FSPL,
FSPP,FSPP,PRI
FSSB,FSSB,BDI
FSSD,FSSD,DEI
FSSF,FSSF,FRK
FSSR,FSSR,
FTTA,FTTA,SRH
FTTB,FTTB,OGR
FTTC,FTTC,AEH
FTTD,FTTD,MQQ
FTTE,FTTE,
FTTF,FTTF,
FTTG,FTTG,
FTTH,FTTH,LTC
FTTI,FTTI,ATV
FTTJ,FTTJ,NDJ
FTTK,FTTK,BKR
FTTL,FTTL,OTC
FTTM,FTTM,MVO
FTTN,FTTN,AMC
FTTP,FTTP,PLF
FTTR,FTTR,
FTTS,FTTS,OUT
FTTU,FTTU,AMO
FTTY,FTTY,FYT
FTTZ,FTTZ,
FUB,,FUB
FVBM,,BZH
FVBU,FVJN,BUQ
FVCD,FVCD,
FVCH,FVCH,CHJ
FVCN,FVCN,
FVCP,FVCP,
FVCZ,FVCZ,BFO
FVFA,FVFA,VFA
FVFG,FVFG,
FVGG,FVGG,
FVGR,FVGR,
FVHA,,HRE
FVKB,FVKB,KAB
FVKK,FVKK,
FVMA,FVMA,
FVMD,FVMD,
FVMH,FVMH,MJW
FVMI,FVMI,
FVML,FVML,
FVMT,FVMT,
FVMU,FVMU,UTA
FVMV,FVMV,MVZ
FVOT,FVOT,
FVRF,FVRF,
FVSH,FVSH,
FVTD,FVTD,
FVTL,FVTL,GWE
FVWN,FVWN,HWN
FVWT,FVWT,WKI
FWCD,FWCD,CEH
FWCL,FWCL,BLZ
FWCM,FWCM,CMK
FWCS,FWCS,
FWCT,FWCT,
FWDW,FWDW,DWA
FWKA,FWKA,KGJ
FWKG,FWKG,KBQ
FWKI,FWKI,LLW
FWLE,FWLE,
FWLK,FWLK,LIX
FWLP,FWLP,
FWMC,FWMC,
FWMY,FWMY,MYZ
FWSJ,FWSJ,
FWSM,FWSM,LMB
FWSU,FWSU,
FWUU,FWUU,ZZU
FWZA,FWZA,
FXLK,FXLK,LEF
FXLR,FXLR,LRB
FXLS,FXLS,LES
FXMA,FXMA,MSG
FXMF,FXMF,MFC
FXMK,FXMK,MKH
FXMM,FXMM,MSU
FXMU,FXMU,
FXNK,FXNK,NKU
FXPG,FXPG,PEL
FXQG,FXQG,UTG
FXQN,FXQN,UNE
FXSH,FXSH,SHK
FXSK,FXSK,SKQ
FXSM,FXSM,SOK
FXSS,FXSS,SHZ
FXTA,FXTA,THB
FXTK,FXTK,TKO
FYAA,FYAA,AIW
FYAB,FYAB,
FYAD,FYAD,
FYAH,FYAH,
FYAI,FYAI,
FYAK,FYAK,
FYAM,FYAM,
FYAR,FYAR,ADI
FYAS,FYAS,
FYAT,FYAT,
FYAV,FYAV,
FYBC,FYBC,
FYBE,FYBE,
FYBI,FYBI,
FYBJ,FYBJ,
FYBM,FYBM,
FYBO,FYBO,
FYBR,FYBR,
FYDN,FYDN,
FYEF,FYEF,
FYEG,FYEG,
FYEK,FYEK,
FYEN,FYEN,
FYGB,FYGB,GOG
FYGF,FYGF,GFY
FYHI,FYHI,HAL
FYHV,FYHV,
FYKA,FYKA,
FYKB,FYKB,KAS
FYKJ,FYKJ,
FYKM,FYKM,MPA
FYKN,FYKN,
FYKR,FYKR,
FYKT,FYKT,KMP
FYKU,FYKU,
FYKY,FYKY,
FYKZ,FYKZ,
FYLO,FYLO,
FYLR,FYLR,
FYLS,FYLS,LHU
FYLW,FYLW,
FYLZ,FYLZ,LUD
FYME,FYME,MJO
FYMG,FYMG,MQG
FYMH,FYMH,
FYMI,FYMI,
FYMK,FYMK,
FYML,FYML,
FYMM,FYMM,
FYMO,FYMO,OKU
FYMW,FYMW,
FYNA,FYNA,NNI
FYNG,FYNG,OGV
FYOA,FYOA,OND
FYOE,FYOE,OMG
FYOG,FYOG,OMD
FYOJ,FYOJ,
FYOO,FYOO,OKF
FYOP,FYOP,OPW
FYOS,FYOS,OHI
FYOW,FYOW,OTJ
FYRC,FYRC,
FYRU,FYRU,NDU
FYSA,FYSA,RHN
FYSL,FYSL,
FYSM,FYSM,SWP
FYSS,FYSS,SZM
FYTE,FYTE,TCY
FYTF,FYTF,
FYTK,FYTK,
FYTM,FYTM,TSB
FYUS,FYUS,
FYWB,FYWB,WVB
FYWE,FYWE,ERS
FYWH,FYWH,WDH
FYWL,FYWL,
FYWN,FYWN,
FYZR,FYZR,
FZAA,FZAA,FIH
FZAB,FZAB,NLO
FZAD,FZAD,
FZAG,FZAG,MNB
FZAH,FZAH,
FZAJ,FZAJ,BOA
FZAL,FZAL,LZI
FZAM,FZAM,MAT
FZAN,FZAN,
FZAP,FZAP,
FZAR,FZAR,NKL
FZAW,FZAW,
FZAY,FZAY,
FZBA,FZBA,INO
FZBB,FZBB,
FZBD,FZBD,
FZBE,FZBE,
FZBF,FZBF,
FZBI,FZBI,NIO
FZBJ,FZBJ,
FZBK,FZBK,
FZBL,FZBL,
FZBN,FZBN,
FZBO,FZBO,FDU
FZBQ,FZBQ,
FZBS,FZBS,
FZBT,FZBT,KRZ
FZBU,FZBU,
FZBV,FZBV,
FZBW,FZBW,
FZCA,FZCA,KKW
FZCB,FZCB,IDF
FZCD,FZCD,
FZCF,FZCF,
FZCI,FZCI,
FZCK,FZCK,
FZCP,FZCP,
FZCR,FZCR,
FZCU,FZCU,
FZCV,FZCV,MSM
FZCW,FZCW,
FZCY,FZCY,
FZDA,FZDA,
FZDE,FZDE,
FZDF,FZDF,
FZDG,FZDG,
FZDJ,FZDJ,
FZDK,FZDK,
FZDN,FZDN,
FZDO,FZDO,
FZDP,FZDP,
FZDQ,FZDQ,
FZDR,FZDR,
FZDS,FZDS,
FZEA,FZEA,MDK
FZEI,FZEI,
FZEM,FZEM,
FZEN,FZEN,BSU
FZEO,FZEO,
FZEP,FZEP,
FZER,FZER,
FZFA,FZFA,LIE
FZFC,FZFC,
FZFD,FZFD,BDT
FZFE,FZFE,
FZFH,FZFH,
FZFJ,FZFJ,
FZFK,FZFK,GMA
FZFP,FZFP,KLI
FZFQ,FZFQ,
FZFR,FZFR,
FZFS,FZFS,
FZFT,FZFT,
FZFU,FZFU,BMB
FZFW,FZFW,
FZGA,FZGA,LIQ
FZGC,FZGC,
FZGE,FZGE,
FZGF,FZGF,
FZGI,FZGI,
FZGN,FZGN,BNB
FZGT,FZGT,
FZGV,FZGV,IKL
FZIA,FZIA,
FZIC,FZIC,FKI
FZIR,FZIR,YAN
FZIZ,FZIZ,
FZJB,FZJB,
FZJC,FZJC,
FZJD,FZJD,
FZJF,FZJF,
FZJH,FZJH,IRP
FZJI,FZJI,
FZJK,FZJK,
FZJN,FZJN,
FZJR,FZJR,
FZKA,FZKA,BUX
FZKB,FZKB,
FZKF,FZKF,
FZKI,FZKI,
FZKJ,FZKJ,BZU
FZKN,FZKN,
FZMA,FZMA,BKY
FZMB,,RUE
FZMC,FZMC,
FZMD,FZMD,
FZMP,FZMP,
FZMW,FZMW,
FZNA,FZNA,GOM
FZNB,FZNB,
FZNC,FZNC,
FZNF,FZNF,
FZNI,FZNI,
FZNP,FZNP,BNC
FZNQ,FZNQ,
FZNR,FZNR,
FZOA,FZOA,KND
FZOB,FZOB,
FZOC,FZOC,
FZOD,FZOD,KLY
FZOE,FZOE,
FZOF,FZOF,
FZOG,FZOG,
FZOH,FZOH,
FZOJ,FZOJ,
FZOK,FZOK,
FZOO,FZOO,
FZOP,FZOP,PUN
FZOQ,FZOQ,
FZOR,FZOR,
FZOS,FZOS,
FZOT,FZOT,
FZPB,FZPB,
FZPC,FZPC,
FZQA,FZQA,FBM
FZQC,FZQC,PWO
FZQF,FZQF,
FZQG,FZQG,KEC
FZQH,FZQH,
FZQJ,FZQJ,
FZQM,FZQM,KWZ
FZQN,FZQN,
FZQP,FZQP,
FZQU,FZQU,
FZQV,FZQV,
FZRA,FZRA,MNO
FZRB,FZRB,BDV
FZRC,FZRC,
FZRE,FZRE,
FZRF,FZRF,FMI
FZRJ,FZRJ,
FZRK,FZRK,
FZRL,FZRL,
FZRM,FZRM,KBO
FZRN,FZRN,
FZRO,FZRO,
FZRQ,FZRQ,KOO
FZSA,FZSA,
FZSB,FZSB,KMN
FZSD,FZSD,
FZSI,FZSI,
FZSJ,FZSJ,
FZSK,FZSK,KAP
FZTK,FZTK,KNM
FZTL,FZTL,
FZTS,FZTS,
FZUA,FZUA,KGA
FZUG,FZUG,LZA
FZUH,FZUH,
FZUI,FZUI,
FZUK,FZUK,TSH
FZUM,FZUM,
FZUN,FZUN,
FZUO,FZUO,
FZUP,FZUP,
FZUS,FZUS,
FZUV,FZUV,
FZVA,FZVA,LJA
FZVC,FZVC,
FZVD,FZVD,
FZVE,FZVE,
FZVG,FZVG,
FZVH,FZVH,
FZVI,FZVI,LBO
FZVJ,FZVJ,
FZVK,FZVK,
FZVM,FZVM,MEW
FZVN,FZVN,
FZVO,FZVO,
FZVP,FZVP,
FZVR,FZVR,BAN
FZVS,FZVS,PFR
FZVT,FZVT,
FZVU,FZVU,
FZWA,FZWA,MJM
FZWB,FZWB,
FZWE,FZWE,
FZWF,FZWF,
FZWI,FZWI,
FZWL,FZWL,
FZWS,FZWS,
FZWT,FZWT,KBN
GA-0005,,NKA
GA-0006,,GIM
GA-GAX,FOGX,GAX
GAAO,GAAO,
GABD,GABD,
GABF,GABF,
GABG,GABG,
GABR,GABR,
GABS,GABS,BKO
GADZ,GADZ,
GAGM,GAGM,GUD
GAGO,GAGO,GAQ
GAKA,GAKA,KNZ
GAKL,GAKL,
GAKN,GAKN,
GAKO,GAKO,KTX
GAKT,GAKT,
GAKY,GAKD,KYS
GAMB,GAMB,MZI
GAMK,GAMK,
GANF,GANF,
GANK,GANK,NRM
GANR,GANR,NIX
GASK,GASK,KSS
GATB,GATB,TOM
GATS,GATS,
GAYE,GAYE,EYL
GB-0007,EGTN,
GB-1327,EGHK,PZE
GB-FLH,,FLH
GB-FOA,,FOA
GBM,,GBM
GBYD,GBYD,BJL
GCDC,GCDC,
GCFV,GCFV,FUE
GCGM,GCGM,GMZ
GCGO,GCGO,
GCHG,GCHG,
GCHI,GCHI,VDE
GCHU,GCHU,
GCLA,GCLA,SPC
GCLB,GCLB,
GCLG,GCLG,
GCLP,GCLP,LPA
GCMP,GCMP,
GCPU,GCPU,
GCRR,GCRR,ACE
GCTS,GCTS,TFS
GCV,,GCV
GCXM,GCXM,
GCXO,GCXO,TFN
GECE,GECE,JCU
GECT,GECT,
GEML,GEML,MLN
GF-0001,SOOK,
GF-0004,,OYC
GFBO,GFBO,KBS
GFGK,GFGK,GBK
GFHA,GFHA,HGS
GFKB,GFKB,KBA
GFKE,GFKE,KEN
GFLL,GFLL,FNA
GFYE,GFYE,WYE
GGBU,GGBU,BQE
GGCF,GGCF,
GGOV,GGOV,OXB
GHE,,GHE
GL-QCU,,QCU
GLBU,GLBU,UCN
GLCP,GLCP,CPA
GLGE,GLGE,SNI
GLLB,GLLB,
GLMR,GLMR,MLW
GLNA,GLNA,NIA
GLRB,GLRB,ROB
GLST,GLST,SAZ
GLTN,GLTN,THC
GLVA,GLVA,VOI
GMAA,GMAA,
GMAD,GMAD,AGA
GMAT,GMAT,TTA
GMAZ,GMAZ,OZG
GMFA,GMFA,
GMFB,GMFB,UAR
GMFF,GMFF,FEZ
GMFI,GMFI,
GMFK,GMFK,ERH
GMFM,GMFM,MEK
GMFO,GMFO,OUD
GMFZ,GMFZ,
GMMA,GMMA,SMW
GMMB,GMMB,GMD
GMMD,GMMD,BEM
GMME,GMME,RBA
GMMH,GMMH,VIL
GMMI,GMMI,ESU
GMML,GMML,EUN
GMMN,GMMN,CMN
GMMO,GMMO,
GMMW,GMMW,NDR
GMMX,GMMX,RAK
GMMY,,NNA
GMMZ,GMMZ,OZZ
GMSL,GMSL,
GMTA,GMTA,AHU
GMTN,GMTN,TTU
GMTT,GMTT,TNG
GNU,,GNU
GOBD,GOBD,DSS
GODK,GODK,KDA
GOGG,GOGG,ZIG
GOGS,GOGS,CSK
GOOG,GOOG,
GOOK,GOOK,KLC
GOOY,GOOY,DKR
GOSM,GOSM,MAX
GOSP,GOSP,POD
GOSR,GOSR,RDT
GOSS,GOSS,XLS
GOTB,GOTB,BXE
GOTK,GOTK,KGG
GOTS,GOTS,SMY
GOTT,GOTT,TUD
GQNA,GQNA,AEO
GQNB,GQNB,OTL
GQNC,GQNC,THI
GQND,GQND,TIY
GQNE,GQNE,BGH
GQNF,GQNF,KFA
GQNH,GQNH,TMD
GQNI,GQNI,EMN
GQNJ,GQNJ,AJJ
GQNK,GQNK,KED
GQNL,GQNL,MOM
GQNM,GQNM,
GQNO,GQNO,NKC
GQNS,GQNS,SEY
GQNT,GQNT,THT
GQPA,GQPA,ATR
GQPF,GQPF,FGD
GQPP,GQPP,NDB
GQPT,GQPT,
GQPZ,GQPZ,OUZ
GR-0002,LGAG,
GR-0015,LGMO,
GRC,,GRC
GT-0001,,CIQ
GT-0002,,DON
GT-0003,,ENJ
GT-0004,,PCG
GT-0007,,UAX
GUBE,GUBE,
GUCY,GUCY,CKY
GUE,,GUE
GUFA,GUFA,FIG
GUFH,GUFH,FAA
GUGO,GUGO,
GUKR,GUKR,
GUKU,GUKU,KSI
GULB,GULB,LEK
GUMA,GUMA,MCA
GUNZ,GUNZ,NZE
GUOK,GUOK,BKJ
GUSA,GUSA,
GUSB,GUSB,SBI
GUSI,GUSI,GII
GVAC,GVAC,SID
GVAN,GVAN,NTO
GVBA,GVBA,BVC
GVMA,GVMA,MMO
GVMT,GVMT,MTI
GVNP,GVNP,RAI
GVSF,GVSF,SFL
GVSN,GVSN,SNE
GVSV,GVSV,VXE
GXUD,GXUD,KNN
GY-BCG,,BCG
GY-BTO,,BTO
GY-DOE,,DOE
HAAB,HAAB,ADD
HAAD,HAAD,
HAAL,HAAL,
HAAM,HAAM,AMH
HAAX,HAAX,AXU
HABD,HABD,BJR
HABE,HABE,BEI
HADC,HADC,DSE
HADD,HADD,DEM
HADM,HADM,DBM
HADO,HADO,
HADR,HADR,DIR
HADT,HADT,DBT
HAFN,HAFN,FNH
HAGB,HAGB,GOB
HAGH,HAGH,GNN
HAGM,HAGM,GMB
HAGN,HAGN,GDQ
HAGO,HAGO,GDE
HAGR,HAGR,GOR
HAHM,HAHM,QHR
HAHU,HAHU,HUE
HAJJ,HAJJ,JIJ
HAJK,HABC,BCO
HAJM,HAJM,JIM
HAKD,HAKD,ABK
HAKL,HAKL,LFO
HALA,HALA,AWA
HALL,HALL,LLI
HAMA,HAMA,MKS
HAMJ,HAMJ,
HAMK,HAMK,MQX
HAMM,HAMM,ETE
HAMN,HAMN,NDM
HAMR,HAMR,MUJ
HAMT,HAMT,MTF
HANG,HANG,EGL
HANJ,HANJ,NEJ
HANK,HANK,NEK
HAPW,HAPW,PWI
HASD,HASD,SXU
HASK,HASK,SKR
HASL,HASL,HIL
HASM,HASM,SZE
HASO,HASO,ASO
HATP,HATP,TIE
HAWR,HAWR,WRA
HAZ,,HAZ
HBBA,HBBA,BJM
HBBE,HBBE,GID
HBBK,HBBK,
HBBO,HBBO,KRE
HBT,,HBT
HCMA,HCMA,ALU
HCMB,HCMB,BIB
HCMC,HCMC,CXN
HCMD,HCMD,BSY
HCME,HCME,HCM
HCMF,HCMF,BSA
HCMG,HCMG,GSR
HCMH,HCMH,HGA
HCMI,HCMI,BBO
HCMJ,HCMJ,LGX
