ident,icao_code,iata_code
MWCB,MWCB,CYB
MWCL,MWCL,LYB
MWCR,MWCR,GCM
MWR,,MWR
MWU,,MWU
MX-0029,MMPT,
MX-0413,MMLB,
MX-0839,MMTQ,
MX-AJS,,AJS
MX-AZG,,AZG
MX-PCM,,PCM
MX-PCV,,PCV
MX-SGM,,SGM
MX-UAC,,UAC
MX-XAL,,XAL
MXC,,MXC
MY-GTK,,GTK
MY-LBP,,LBP
MY-SPT,,SPT
MYA0,MYAO,
MYAB,MYAB,MAY
MYAF,MYAF,ASD
MYAK,MYAK,TZN
MYAM,MYAM,MHH
MYAN,MYAN,SAQ
MYAP,MYAP,AXP
MYAS,MYAS,
MYAT,MYAT,TCB
MYAW,MYAW,WKR
MYAX,MYAX,
MYBC,MYBC,CCZ
MYBG,MYBG,GHC
MYBO,MYBO,
MYBS,MYBS,BIM
MYCA,MYCA,ATC
MYCB,MYCB,TBI
MYCC,MYCC,CXY
MYCI,MYCI,CRI
MYCP,MYCP,PWN
MYCS,MYCS,
MYCZ,MYCZ,
MYEB,MYEB,
MYEF,MYEF,GGT
MYEH,MYEH,ELH
MYEM,MYEM,GHB
MYEN,MYEN,NMC
MYER,MYER,RSD
MYES,MYES,TYM
MYEY,MYTC,
MYGD,MYGD,
MYGF,MYGF,FPO
MYGW,MYGW,WTD
MYIG,MYIG,IGA
MYK,,MYK
MYLD,MYLD,LGI
MYLS,MYLS,SML
MYMM,MYMM,MYG
MYNN,MYNN,NAS
MYRD,MYRD,DCT
MYRP,MYRP,RCY
MYS,,MYS
MYSM,MYSM,ZSA
MYX4,MYBW,
MYZ3,MYBX,
MZ-0005,,NTC
MZ-TGS,,TGS
MZBZ,MZBZ,BZE
MZE,,MZE
MZMF,,CYD
MZPL,MZPL,PLJ
N20,,IMI
NA-0003,FYAG,
NA-0004,FYAN,
NA-0006,FYAL,
NA-0012,,BQI
NA-0027,FYNB,
NA-0069,FYRF,
NA-0074,FYKS,
NA-0078,FYBK,
NA-0114,FYLV,
NA-0120,FYRH,
NA-0149,FYMP,
NA-0159,FYKX,
NA-0160,FYKW,
NA-0169,FYEH,
NA-0173,FYSI,
NCAI,NCAI,AIT
NCAT,NCAT,AIU
NCMG,NCMG,MGS
NCMH,NCMH,MHX
NCMK,NCMK,MUK
NCMN,NCMN,
NCMR,NCMR,MOI
NCPK,NCPK,PZK
NCPY,NCPY,PYE
NCRG,NCRG,RAR
NE-0006,DRRL,
NE69,,EPG
NFCI,NFCI,ICI
NFCS,NFCS,CST
NFFN,NFFN,NAN
NFFO,NFFO,PTF
NFFR,NFFR,RBI
NFKD,NFKD,KDV
NFMA,NFMA,MNF
NFMO,NFMO,MFJ
NFNA,NFNA,SUV
NFNB,NFNB,LEV
NFND,NFND,PHR
NFNG,NFNG,NGI
NFNH,NFNH,LUC
NFNK,NFNK,LKB
NFNL,NFNL,LBS
NFNM,NFNM,TVU
NFNO,NFNO,KXF
NFNR,NFNR,RTA
NFNS,NFNS,SVU
NFNW,NFNW,KAY
NFOL,NFOL,ONU
NFSW,NFSW,YAS
NFTE,NFTE,EUA
NFTF,NFTF,TBU
NFTL,NFTL,HPA
NFTO,NFTO,NFO
NFTP,NFTP,NTT
NFTV,NFTV,VAV
NFUL,,TTL
NFVB,NFVB,VBV
NFVL,NFVL,VTF
NG-0004,DNPM,PHG
NG-0005,DNBK,
NG-BCU,DNBA,
NGAB,NGAB,ABF
NGBR,NGBR,BEZ
NGFU,NGFU,FUN
NGKT,NGKT,KUC
NGMA,NGMA,MNK
NGMK,NGMK,MZK
NGMN,NGMN,MTK
NGNU,NGNU,NIG
NGON,NGON,OOT
NGTA,NGTA,TRW
NGTB,NGTB,AEA
NGTE,NGTE,TBF
NGTM,NGTM,TMN
NGTO,NGTO,NON
NGTR,NGTR,AIS
NGTS,NGTS,TSU
NGTU,NGTU,BBG
NGUK,NGUK,AAK
NI-0004,MNLL,
NIK,,NIK
NIN,,NIN
NIUE,NIUE,IUE
NJJ,,NJJ
NKD,WABS,NKD
NL-0024,EHMM,
NL-0148,EHMC,
NLH,ZPNL,NLH
NLWF,NLWF,FUT
NLWW,NLWW,WLS
NM83,,HBB
NND,,NND
NOM,,NOM
NOO,,NOO
NP-0003,,PHH
NPG,,NPG
NRY,,NRY
NSAS,NSAS,OFU
NSAU,NSAU,AAU
NSFA,NSFA,APW
NSFI,NSFI,FGI
NSFQ,NSFQ,FTI
NSMA,NSMA,MXS
NSTU,NSTU,PPG
NTAA,NTAA,PPT
NTAM,NTAM,RMT
NTAR,NTAR,RUR
NTAT,NTAT,TUB
NTAV,NTAV,RVV
NTGA,NTGA,AAA
NTGB,NTGB,FGU
NTGC,NTGC,TIH
NTGD,NTGD,APK
NTGE,NTGE,REA
NTGF,NTGF,FAV
NTGG,NTGG,
NTGH,NTGH,HHZ
NTGI,NTGI,XMH
NTGJ,NTGJ,GMR
NTGK,NTGK,KKR
NTGM,NTGM,MKP
NTGN,NTGN,NAU
NTGO,NTGO,TKV
NTGP,NTGP,PKP
NTGQ,NTGQ,PUK
NTGR,NTGR,
NTGT,NTGT,TKP
NTGU,NTGU,AXR
NTGV,NTGV,MVT
NTGW,NTGW,NUK
NTGY,NTGY,ZTA
NTHE,NTHE,AHE
NTKA,NTKA,KHZ
NTKF,NTKF,FAC
NTKH,NTKH,FHZ
NTKK,NTKK,RKA
NTKM,NTKM,TJN
NTKN,NTKN,NIU
NTKO,NTKO,RRR
NTKR,NTKR,TKX
NTKT,NTKT,KXU
NTKU,,NKP
NTMD,NTMD,NHV
NTMN,NTMN,AUQ
NTMP,NTMP,UAP
NTMU,NTMU,UAH
NTTB,NTTB,BOB
NTTE,NTTE,TTI
NTTG,NTTG,RGI
NTTH,NTTH,HUH
NTTM,NTTM,MOZ
NTTO,NTTO,HOI
NTTP,NTTP,MAU
NTTR,NTTR,RFP
NTTU,NTTU,TPX
NTTX,NTTX,UOA
NTUV,NTUV,VHZ
NUF,,NUF
NV11,,UCC
NVSA,NVSA,MTV
NVSC,NVSC,SLH
NVSD,NVSD,TOH
NVSE,NVSE,EAE
NVSF,NVSF,CCV
NVSG,NVSG,LOD
NVSH,NVSH,SSR
NVSI,NVSI,PBJ
NVSL,NVSL,LPM
NVSM,NVSM,LNB
NVSN,NVSN,MWF
NVSO,NVSO,LNE
NVSP,NVSP,NUS
NVSQ,NVSQ,ZGU
NVSR,NVSR,RCL
NVSS,NVSS,SON
NVST,NVST,TGH
NVSU,NVSU,ULB
NVSV,NVSV,VLS
NVSW,NVSW,WLH
NVSX,NVSX,SWJ
NVSZ,NVSZ,OLJ
NVVA,NVVA,AUY
NVVB,NVVB,AWD
NVVD,NVVD,DLY
NVVF,NVVF,FTA
NVVI,NVVI,IPA
NVVV,NVVV,VLI
NVVW,NVVW,TAH
NWT,,NWT
NWWA,NWWA,TGJ
NWWC,NWWC,BMY
NWWD,NWWD,KNQ
NWWE,NWWE,ILP
NWWK,NWWK,KOC
NWWL,NWWL,LIF
NWWM,NWWM,GEA
NWWP,NWWP,PUV
NWWQ,NWWQ,PDC
NWWR,NWWR,MEE
NWWU,NWWU,TOU
NWWV,NWWV,UVE
NWWW,NWWW,NOU
NZ-0022,NZCW,
NZ-0029,,FGL
NZ-0092,NZAN,
NZAA,NZAA,AKL
NZAH,NZAH,
NZAL,NZAL,
NZAP,NZAP,TUO
NZAR,NZAR,AMZ
NZAS,NZAS,ASG
NZAW,NZAW,
NZBA,NZBA,
NZBC,NZBC,
NZBW,NZBW,
NZCB,NZCB,
NZCG,NZCG,
NZCH,NZCH,CHC
NZCI,NZCI,CHT
NZCS,NZCS,
NZCX,NZCX,CMV
NZDA,NZDA,DGR
NZDC,NZDC,
NZDH,NZDH,
NZDN,NZDN,DUD
NZDV,NZDV,
NZES,NZES,
NZEV,NZEV,
NZFE,NZFE,
NZFF,NZFF,
NZFJ,,WHO
NZGB,NZGB,GBZ
NZGM,NZGM,GMN
NZGS,NZGS,GIS
NZGT,NZGT,GTN
NZHK,NZHK,HKK
NZHN,NZHN,HLZ
NZKE,NZKE,WIK
NZKI,NZKI,KBZ
NZKK,NZKK,KKE
NZKO,NZKO,KKO
NZKT,NZKT,KAT
NZLX,NZLX,ALR
NZMA,NZMA,MTA
NZMB,,MHB
NZMC,NZMC,MON
NZMF,NZMF,MFN
NZMK,NZMK,MZP
NZMO,NZMO,TEU
NZMS,NZMS,MRO
NZNE,NZNE,
NZNP,NZNP,NPL
NZNR,NZNR,NPE
NZNS,NZNS,NSN
NZNV,NZNV,IVC
NZOH,NZOH,OHA
NZOU,NZOU,OAM
NZPM,NZPM,PMR
NZPN,NZPN,PCN
NZPP,NZPP,PPQ
NZQN,NZQN,ZQN
NZRA,NZRA,RAG
NZRC,NZRC,SZS
NZRO,NZRO,ROT
NZRT,NZRT,
NZSF,NZSF,
NZSP,NZSP,
NZTG,NZTG,TRG
NZTH,NZTH,TMZ
NZTK,NZTK,KTF
NZTO,NZTO,TKZ
NZTS,,THH
NZTU,NZTU,TIU
NZUK,NZUK,TWZ
NZWB,NZWB,BHE
NZWF,NZWF,WKA
NZWK,NZWK,WHK
NZWN,NZWN,WLG
NZWO,NZWO,WIR
NZWP,NZWP,
NZWR,NZWR,WRE
NZWS,NZWS,WSZ
NZWT,NZWT,WTZ
NZWU,NZWU,WAG
NZWV,NZWV,
NZYP,NZYP,
O19,,NLN
O85,,BZF
OABN,OABN,BIN
OABT,OABT,BST
OACC,OACC,CCN
OADS,OADS,SBF
OADY,OADY,DWR
OADZ,OADZ,DAZ
OAEM,OAEM,
OAFR,OAFR,FAH
OAFZ,OAFZ,FBD
OAGN,OAGN,GZI
OAGZ,OAGZ,GRG
OAHN,OAHN,KWH
OAHR,OAHR,HEA
OAIX,OAIX,OAI
OAJL,OAJL,JAA
OAKB,OAKB,KBL
OAKN,OAKN,KDH
OAKS,OAKS,KHT
OAMN,OAMN,MMZ
OAMS,OAMS,MZR
OANL,OANL,
OANZ,OANZ,
OAOG,OAOG,URN
OAQA,OAQA,
OAQM,OAQM,
OAQN,OAQN,LQN
OARG,OARG,URZ
OART,OART,
OARZ,OARZ,KUR
OASA,OASA,OAS
OASD,OASD,OAH
OASG,OASG,
OASH,OASH,OAA
OASL,OASL,OLR
OASN,OASN,SGA
OATN,OATN,TII
OATQ,OATQ,TQN
OAUZ,OAUZ,UND
OAYQ,OAYQ,
OAYW,OAYW,
OAZI,OAZI,OAZ
OAZJ,OAZJ,ZAJ
OBBI,OBBI,BAH
OBBS,OBBS,
OBKH,OBKH,
OCS,,OCS
OE47,OEKJ,
OE50,OEJL,
OE55,OEAD,
OE56,OEST,
OEAA,OEAA,
OEAB,OEAB,AHB
OEAH,OEAH,HOF
OEAO,OEAO,ULH
OEBA,OEBA,ABT
OEBH,OEBH,BHH
OEBN,OEBN,
OEBQ,OEBQ,
OEDF,OEDF,DMM
OEDM,OEDM,DWD
OEDR,OEDR,DHA
OEGN,OEGN,GIZ
OEGS,OEGS,ELQ
OEGT,OEGT,URY
OEHL,OEHL,HAS
OEHR,OEHR,
OEHW,OEHW,
OEJF,OEJF,
OEJN,OEJN,JED
OEKK,OEKK,KMC
OEKM,OEKM,KMX
OEMA,OEMA,MED
OENG,OENG,EAM
OENN,OENN,NUM
OEOM,OEOM,
OEPA,OEPA,AQI
OEPC,OEPC,
OEPF,OEPF,
OEPI,OEPI,
OEPJ,OEPJ,
OEPK,OEPK,
OEPS,OEPS,AKH
OERB,OERB,
OERF,OERF,RAH
OERK,OERK,RUH
OERM,OERM,
OERR,OERR,RAE
OERT,OERT,
OESB,OESB,
OESH,OESH,SHW
OESK,OESK,AJF
OESL,OESL,SLF
OETB,OETB,TUU
OETF,OETF,TIF
OETH,OETH,
OETN,OETN,
OETR,OETR,TUI
OEUD,OEUD,
OEUM,OEUM,
OEWD,OEWD,WAE
OEWJ,OEWJ,EJH
OEYN,OEYN,YNB
OEZL,OEZL,ZUL
OGM,,OGM
OI20,,IAQ
OIAA,OIAA,ABD
OIAD,OIAD,DEF
OIAG,OIAG,AKW
OIAH,OIAH,GCH
OIAI,,QMJ
OIAJ,OIAJ,OMI
OIAM,OIAM,MRX
OIAW,OIAW,AWZ
OIBA,OIBA,AEU
OIBB,OIBB,BUZ
OIBH,OIBH,
OIBJ,OIBJ,KNR
OIBK,OIBK,KIH
OIBL,OIBL,BDH
OIBP,OIBP,PGU
OIBQ,OIBQ,KHK
OIBS,OIBS,SXI
OIBV,OIBV,LVP
OICC,OICC,KSH
OICI,OICI,IIL
OICK,OICK,KHD
OICS,OICS,SDG
OIFE,OIFE,IFH
OIFK,OIFK,KKS
OIFM,OIFM,IFN
OIFS,OIFS,CQD
OIGG,OIGG,RAS
OIHH,OIHH,HDM
OIHR,OIHR,AJK
OIHS,OIHS,NUJ
OIIE,OIIE,IKA
OIII,OIII,THR
OIIK,OIIK,GZW
OIIP,OIIP,PYK
OIIS,OIIS,SNX
OIKB,OIKB,BND
OIKJ,OIKJ,JYR
OIKK,OIKK,KER
OIKM,OIKM,BXR
OIKP,OIKP,HDR
OIKQ,OIKQ,GSM
OIKR,OIKR,RJN
OIKY,OIKY,SYJ
OIMB,OIMB,XBJ
OIMC,OIMC,CKT
OIMJ,OIMJ,RUD
OIMM,OIMM,MHD
OIMN,OIMN,BJB
OIMS,OIMS,AFZ
OIMT,OIMT,TCX
OINE,OINE,KLM
OING,OING,GBT
OINJ,OINJ,BSM
OINN,OINN,NSH
OINR,OINR,RZR
OINZ,OINZ,SRY
OISF,OISF,FAZ
OISJ,OISJ,JAR
OISL,OISL,LRR
OISR,OISR,LFM
OISS,OISS,SYZ
OISY,OISY,YES
OITH,OITH,KHA
OITK,OITK,KHY
OITL,OITL,ADU
OITM,OITM,ACP
OITP,OITP,PFQ
OITR,OITR,OMH
OITT,OITT,TBZ
OITU,OITU,IMQ
OITZ,OITZ,JWN
OIYY,OIYY,AZD
OIZB,OIZB,ACZ
OIZC,OIZC,ZBR
OIZH,OIZH,ZAH
OIZI,OIZI,IHR
OIZJ,OIZJ,JSK
OJAI,OJAI,AMM
OJAM,OJAM,ADJ
OJAQ,OJAQ,AQJ
OJHF,OJPH,
OJHR,OJHR,
OJMF,OJMF,OMF
OJMS,OJMS,
OKAJ,OKAJ,XIJ
OKKK,OKKK,KWI
OLBA,OLBA,BEY
OLH,,OLH
OLI,POLI,
OLKA,OLKA,KYE
OM-0001,,BYB
OM-0002,,AOM
OM-0003,,DQM
OM-0004,,MNH
OM11,OMAW,
OMAA,OMAA,AUH
OMAB,OMAB,
OMAD,OMAD,AZI
OMAF,OMAF,
OMAJ,OMAJ,
OMAL,OMAL,AAN
OMAM,OMAM,DHF
OMAQ,OMAQ,
OMAR,OMAR,
OMAS,OMAS,
OMAZ,OMAZ,
OMBY,OMBY,XSB
OMDB,OMDB,DXB
OMDL,OMDL,ZDY
OMDM,OMDM,NHD
OMDW,OMDW,DWC
OMFJ,OMFJ,FJR
OMRJ,OMRJ,
OMRK,OMRK,RKT
OMRS,OMRS,
OMSJ,OMSJ,SHJ
OMY,,OMY
OOBR,OOBR,RMB
OOFD,OOFD,FAU
OOGB,OOGB,RNM
OOJA,,JNJ
OOKB,OOKB,KHS
OOLK,OOLK,LKW
OOMA,OOMA,MSH
OOMS,OOMS,MCT
OOMX,OOMX,OMM
OOSA,OOSA,SLL
OOSH,OOSH,OHS
OOTH,OOTH,TTH
OP10,OPKW,KCF
OP17,,DDU
OP1A,OPBT,
OPBG,,BHW
OPBN,OPBN,BNP
OPBR,,WGB
OPBW,OPBW,BHV
OPCH,OPCH,CJL
OPCL,OPCL,CHB
OPCT,OPCT,
OPDB,OPDB,DBA
OPDG,OPDG,DEA
OPDI,OPDI,DSK
OPFA,OPFA,LYP
OPGD,OPGW,GWD
OPGT,OPGT,GIL
OPIS,OPIS,ISB
OPJA,OPJA,JAG
OPKA,OPKA,
OPKC,OPKC,KHI
OPKD,OPKD,HDD
OPKE,OPKE,
OPKF,OPKF,
OPKH,OPKH,KDD
OPKT,OPKT,OHT
OPLA,OPLA,LHE
OPLL,OPLL,LRG
OPMA,OPMA,XJM
OPMF,OPMF,MFG
OPMI,OPMI,MWD
OPMJ,OPMJ,MJD
OPMP,OPMP,MPD
OPMS,,ATG
OPMT,OPMT,MUX
OPNH,OPNH,WNS
OPOR,OPOR,ORW
OPPC,OPPC,PAJ
OPPG,OPPG,PJG
OPPI,OPPI,PSI
OPPS,OPPS,PEW
OPQT,OPQT,UET
OPRK,OPRK,RYK
OPRT,OPRT,RAZ
OPSB,OPSB,SBQ
OPSD,OPSD,KDU
OPSK,OPSK,SKZ
OPSN,OPSN,SYW
OPSR,OPSR,SGI
OPSS,OPSS,SDT
OPST,OPST,SKT
OPSU,OPSU,SUL
OPSW,OPSW,RZS
OPTA,OPTA,TLB
OPTH,OPTH,BDN
OPTT,,TFT
OPTU,OPTU,TUK
OPWN,OPWN,WAF
OPZB,OPZB,PZH
ORAA,ORAA,IQA
ORAT,ORAT,TQD
ORBB,ORBB,BMN
ORBI,ORBI,BGW
ORBM,ORBM,OSM
ORBR,ORBR,
ORER,ORER,EBL
ORI,,ORI
ORKK,ORKK,KIK
ORMM,ORMM,BSR
ORNI,ORNI,NJF
ORQW,,RQW
ORSU,ORSU,ISU
ORTF,ORTF,
ORTI,ORTI,
ORTL,,XNH
ORUB,ORUB,
OSAP,OSAP,ALP
OSDI,OSDI,DAM
OSDZ,OSDZ,DEZ
OSKL,OSKL,KAC
OSLK,OSLK,LTK
OSPR,OSPR,PMS
OTBD,OTBD,DIA
OTBH,OTBH,XJD
OTHH,OTHH,DOH
OTT,,OTT
OUM,,OUM
OXO,,OXO
OYAA,OYAA,ADE
OYAB,,EAB
OYAT,OYAT,AXK
OYBI,,BYD
OYBN,OYBN,BHN
OYBQ,,BUK
OYGD,OYGD,AAY
OYKM,OYKM,KAM
OYMB,OYMB,MYN
OYMS,OYMS,UKR
OYQN,OYQN,IHN
OYRN,OYRN,RIY
OYSH,OYSH,SYE
OYSN,OYSN,SAH
OYSQ,OYSQ,SCT
OYSY,OYSY,GXF
OYTZ,OYTZ,TAI
OYZM,OYZM,
PA-0001,,ACU
PA-0003,,AIL
PA-0004,,CTE
PA-0011,,MPP
PA-0013,,PYC
PA-0017,,NMG
PA-0018,,TUW
PA-0022,,PYV
PA-AML,,AML
PA-BFQ,,BFQ
PA-ELE,,ELE
PA-OTD,,OTD
PA-SAX,,SAX
PAAK,PAAK,AKB
PAAL,PAAL,PML
PAAP,PAAP,PTD
PAAQ,PAAQ,PAQ
PAAT,PAAT,ATU
PABA,PABA,BTI
PABE,PABE,BET
PABG,PABG,BVU
PABI,PABI,BIG
PABL,PABL,BKC
PABM,PABM,BMX
PABR,PABR,BRW
PABT,PABT,BTT
PABV,PABV,
PACD,PACD,CDB
PACE,PACE,CEM
PACI,PACI,CIK
PACK,PACK,CYF
PACL,PACL,
PACM,PACM,SCM
PACR,PACR,IRC
PACS,PACS,WSF
PACV,PACV,CDV
PACX,PACX,CXF
PACY,PACY,CYT
PACZ,PACZ,CZF
PADE,PADE,DRG
PADG,PADG,RDB
PADK,PADK,ADK
PADL,PADL,DLG
PADM,PADM,MLL
PADQ,PADQ,ADQ
PADU,PADU,DUT
PADY,PADY,KKH
PAED,PAED,EDF
PAEE,PAEE,EEK
PAEG,PAEG,EAA
PAEH,PAEH,EHM
PAEI,PAEI,EIL
PAEL,PAEL,ELV
PAEM,PAEM,EMK
PAEN,PAEN,ENA
PAEW,PAEW,WWT
PAFA,PAFA,FAI
PAFB,PAFB,FBK
PAFE,PAFE,
PAFM,PAFM,ABL
PAFR,PAFR,FRN
PAFS,PAFS,NIB
PAGA,PAGA,GAL
PAGB,PAGB,GBH
PAGG,PAGG,KWK
PAGH,PAGH,SHG
PAGK,PAGK,GKN
PAGL,PAGL,GLV
PAGM,PAGM,GAM
PAGN,PAGN,AGN
PAGQ,PAGQ,BGQ
PAGS,PAGS,GST
PAGT,PAGT,NME
PAGY,PAGY,SGY
PAGZ,PAGZ,GMT
PAHC,PAHC,HCR
PAHL,PAHL,HSL
PAHN,PAHN,HNS
PAHO,PAHO,HOM
PAHP,PAHP,HPB
PAHU,PAHU,HUS
PAHX,PAHX,SHX
PAHY,PAHY,HYG
PAIG,PAIG,IGG
PAII,PAII,EGX
PAIK,PAIK,IAN
PAIL,PAIL,ILI
PAIM,PAIM,UTO
PAIN,PAIN,MCL
PAIW,PAIW,WAA
PAJC,,KCG
PAJN,PAJN,JNU
PAJZ,PAJZ,KGK
PAKD,PAKD,KDK
PAKF,PAKF,KFP
PAKH,PAKH,AKK
PAKI,PAKI,KPN
PAKK,PAKK,KKA
PAKL,PAKL,LKK
PAKN,PAKN,AKN
PAKO,PAKO,IKO
PAKP,PAKP,AKP
PAKT,PAKT,KTN
PAKU,PAKU,UUK
PAKV,PAKV,KAL
PAKW,PAKW,KLW
PAKY,PAKY,KYK
PALB,PALB,KLN
PALG,PALG,KLG
PALJ,PALJ,PTA
PALN,PALN,LNI
PALR,PALR,WCR
PALU,PALU,LUR
PAMB,PAMB,KMO
PAMC,PAMC,MCG
PAMD,PAMD,MDO
PAMH,PAMH,LMA
PAMK,PAMK,SMK
PAML,PAML,MLY
PAMM,PAMM,MTM
PAMO,PAMO,MOU
PAMR,PAMR,MRI
PAMX,PAMX,MXY
PAMY,PAMY,MYU
PANA,PANA,WNA
PANC,PANC,ANC
PANI,PANI,ANI
PANN,PANN,ENN
PANO,PANO,NNL
PANR,PANR,FNR
PANT,PANT,ANN
PANU,PANU,NUL
PANV,PANV,ANV
PANW,PANW,KNW
PAOB,PAOB,OBU
PAOC,PAOC,PCA
PAOH,PAOH,HNH
PAOM,PAOM,OME
PAOO,PAOO,OOK
PAOR,PAOR,ORT
PAOT,PAOT,OTZ
PAOU,PAOU,NLG
PAPB,PAPB,STG
PAPC,PAPC,KPC
PAPE,PAPE,KPV
PAPG,PAPG,PSG
PAPH,PAPH,PTH
PAPK,PAPK,PKA
PAPM,PAPM,PTU
PAPN,PAPN,PIP
PAPO,PAPO,PHO
PAPR,PAPR,PPC
PAQH,PAQH,KWN
PAQT,PAQT,NUI
PARC,PARC,ARC
PARS,PARS,RSH
PARY,PARY,RBY
PASA,PASA,SVA
PASC,PASC,SCC
PASD,PASD,SDP
PASH,PASH,SHH
PASI,PASI,SIT
PASK,PASK,WLK
PASL,PASL,SLQ
PASM,PASM,KSM
PASN,PASN,SNP
PASO,PASO,SOV
PASP,PASP,SMU
PAST,PAST,UMM
PASV,PASV,SVW
PASW,PASW,SKW
PASX,PASX,SXQ
PASY,PASY,SYA
PATA,PATA,TAL
PATC,PATC,TNC
PATE,PATE,TLA
PATG,PATG,TOG
PATK,PATK,TKA
PATL,PATL,TLJ
PATQ,PATQ,ATK
PATW,PATW,
PAUK,,AUK
PAUM,PAUM,UMT
PAUN,PAUN,UNK
PAUO,PAUO,WOW
PAUT,,KQA
PAVA,PAVA,VAK
PAVC,PAVC,KVC
PAVD,PAVD,VDZ
PAVE,PAVE,VEE
PAVL,PAVL,KVL
PAWB,PAWB,WBQ
PAWD,PAWD,SWD
PAWG,PAWG,WRG
PAWI,PAWI,AIN
PAWM,PAWM,WMO
PAWN,PAWN,WTK
PAWR,PAWR,
PAWS,PAWS,WWA
PAWT,PAWT,
PAXK,PAXK,
PAYA,PAYA,YAK
PCIS,PCIS,CIS
PCQ,,PCQ
PDR,,PDR
PE-0023,,PTL
PE-0056,,BLP
PE-0059,SPBJ,
PEB,,PEB
PEC,,PEC
PFAK,PFAK,AKI
PFAL,PFAL,AET
PFCB,PFCB,NCN
PFCL,PFCL,CLP
PFEL,PFEL,ELI
PFKA,PFKA,KUK
PFKK,PFKK,KNK
PFKO,PFKO,KOT
PFKT,PFKT,KTS
PFKU,PFKU,KYU
PFKW,PFKW,KWT
PFNO,PFNO,ORV
PFSH,PFSH,SKK
PFTO,PFTO,TKJ
PFWS,PFWS,WSN
PFYU,PFYU,FYU
PG-0003,AYAC,
PG-0004,AYAH,
PG-0005,,CPN
PG-0008,,ESA
PG-0012,AYAJ,
PG-0013,AYAB,
PG-0015,AYAD,
PG-0018,AYAZ,
PG-0028,AYBE,
PG-0032,AYDA,
PG-0035,,MZN
PG-0044,AYDM,
PG-0045,AYBJ,
PG-0047,AYAV,
PG-0059,AYBN,
PG-0100,,SMP
PG-0107,,BRH
PG-0108,,BIJ
PG-0161,,PAW
PG-ATP,,TAJ
PG-IHU,,IHU
PG-JAQ,,JAQ
PG-KUY,,KUY
PG-LMY,,LMY
PG-ULE,,ULE
PGE,,PGE
PGM,,PGM
PGRO,PGRO,ROP
PGSN,PGSN,SPN
PGUA,PGUA,UAM
PGUM,PGUM,GUM
PGWT,PGWT,TIQ
PH-0108,RPLM,
PH-0158,RPLW,
PH-0502,,TGB
PHBK,PHBK,BKH
PHDH,PHDH,HDH
PHHI,PHHI,HHI
PHHN,PHHN,HNM
PHIK,PHIK,
PHJH,PHJH,JHM
PHJR,PHJR,JRF
PHKO,PHKO,KOA
PHLI,PHLI,LIH
PHLU,PHLU,LUP
PHMK,PHMK,MKK
PHMU,PHMU,MUE
PHNG,PHNG,NGF
PHNL,PHNL,HNL
PHNY,PHNY,LNY
PHOG,PHOG,OGG
PHPA,PHPA,PAK
PHSF,PHSF,BSF
PHTO,PHTO,ITO
PHUP,PHUP,UPP
PK-0083,OPJI,JIW
PK-BHC,,BHC
PK-CWP,,CWP
PK-GRT,,GRT
PK-REQ,,REQ
PKMA,PKMA,ENT
PKMJ,PKMJ,MAJ
PKRO,PKRO,
PKWA,PKWA,KWA
PL-0002,EPKG,
PL-0004,EPBO,
PL-0074,EPPG,
PL-0120,EPBE,
PL-0274,EPBD,
PLCH,PLCH,CXI
PLFA,PLFA,TNV
PLPA,PLPA,
PLWN,PLWN,TNQ
PMDY,PMDY,MDY
PPIZ,PPIZ,PIZ
PPX,,PPX
PQD,,PQD
PR-HUC,,HUC
PRNO,,XSO
PT-0001,LPAF,
PT-0002,LPBA,
PT-0004,LPAS,
PT-0006,LPTT,
PT-0014,LPSS,
PT-0019,LPSI,
PT-0035,LPSE,
PT-0048,LPSD,
PT-0049,LPCV,
PTKK,PTKK,TKK
PTPN,PTPN,PNI
PTRO,PTRO,ROR
PTSA,PTSA,KSA
PTYA,PTYA,YAP
PUA,,PUA
PWAK,PWAK,AWK
PWR,,PWR
PY-PBT,,PBT
PY-PCJ,,PCJ
PYL,,PYL
Q51,,KIO
QFX,,QFX
QJP,,QJP
RAA,,RAA
RAW,,RAW
RCAY,RCAY,
RCBS,RCBS,KNH
RCCM,RCCM,CMJ
RCDC,RCDC,
RCFG,RCFG,LZN
RCFN,RCFN,TTT
RCGI,RCGI,GNI
RCKH,RCKH,KHH
RCKU,RCKU,CYI
RCKW,RCKW,HCN
RCLM,RCLM,DSX
RCLY,RCLY,KYD
RCMQ,RCMQ,RMQ
RCMT,RCMT,MFK
RCNN,RCNN,TNN
RCPO,RCPO,HSZ
RCQC,RCQC,MZG
RCSQ,,PIF
RCSS,RCSS,TSA
RCTP,RCTP,TPE
RCWA,RCWA,WOT
RCYU,RCYU,HUN
RDV,,RDV
RHT,ZBAR,RHT
RJAA,RJAA,NRT
RJAF,RJAF,MMJ
RJAH,RJAH,IBR
RJAM,RJAM,MUS
RJAW,RJAW,IWO
RJBB,RJBB,KIX
RJBD,RJBD,SHM
RJBE,RJBE,UKB
RJBH,RJBH,HIW
RJBT,RJBT,TJH
RJCB,RJCB,OBO
RJCC,RJCC,CTS
RJCH,RJCH,HKD
RJCK,RJCK,KUH
RJCM,RJCM,MMB
RJCN,RJCN,SHB
RJCO,RJCO,OKD
RJCR,RJCR,RBJ
RJCW,RJCW,WKJ
